
Host: iw-p31-30-r.pace.gatech.edu

Timers On : Mon Apr 23 21:29:21 2018
Timers Off: Mon Apr 23 21:30:42 2018

Wall Time:       81.00 seconds

V: Grid     :       1.12u       0.03s 1.15420900w      1 call
JK: (A|mn)  :       7.14u       0.00s   3.566417w      6 calls
JK: (A|Q)^-1/2:       2.14u       0.06s   1.801080w      6 calls
JK: (Q|mn)  :       2.93u       0.00s   2.923170w      6 calls
HF: Form H  :       0.00u       0.00s 0.41461700w      1 call
HF: Form S/X:       0.03u       0.00s 0.01479900w      1 call
HF: Guess   :       0.81u       0.06s 0.43318900w      1 call
SAD Guess   :       0.81u       0.06s 0.43015900w      1 call
JK: D       :       0.00u       0.00s   0.005445w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001302w     46 calls
JK: JK      :      19.53u       0.79s      11.52w     46 calls
JK: J       :       0.78u       0.08s   0.439745w     47 calls
JK: J1      :       0.35u       0.04s   0.204510w     82 calls
JK: J2      :       0.42u       0.04s   0.232193w     82 calls
JK: K       :      17.91u       0.28s      10.45w     47 calls
JK: K1      :      10.90u       0.01s   5.443068w     82 calls
JK: K2      :       7.00u       0.27s   5.004278w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000045w     46 calls
DIISManager::add_entry:       0.19u       0.01s   0.555856w     45 calls
DIISManager::extrapolate:       0.69u       0.08s   1.354156w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.66u       0.07s   1.342174w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001465w     44 calls
DIISManager::extrapolate: form new data:       0.03u       0.01s   0.010249w     44 calls
HF: Form G  :      75.24u       1.09s      65.38w     11 calls
RKS: Form V :      55.72u       0.30s      53.86w     11 calls
V: D        :       0.00u       0.00s   0.005187w     11 calls
V: USO2AO   :       0.01u       0.00s   0.000577w     11 calls
V: V        :      55.71u       0.30s      53.85w     11 calls
Properties  :      35.13u       0.20s      33.74w   3234 calls
Points      :      24.34u       0.09s      23.30w   3234 calls
Functional  :      10.27u       0.03s      10.18w   3234 calls
V_XC        :      10.30u       0.06s   9.909543w   3234 calls
LSDA        :       8.13u       0.06s   7.850019w   6468 calls
GGA         :       1.98u       0.00s   1.894551w   3234 calls
V: AO2USO   :       0.00u       0.00s   0.000017w     11 calls
HF: Form F  :       0.00u       0.00s   0.001474w     11 calls
HF: DIIS    :       0.96u       0.09s   1.962717w     11 calls
HF: Form C  :       0.25u       0.00s   0.162056w     11 calls
HF: Form D  :       0.02u       0.01s   0.005434w     11 calls

***********************************************************
