
Host: iw-p31-30-l.pace.gatech.edu

Timers On : Mon Apr 23 22:04:04 2018
Timers Off: Mon Apr 23 22:05:23 2018

Wall Time:       79.00 seconds

V: Grid     :       1.12u       0.03s 1.15438200w      1 call
JK: (A|mn)  :       7.18u       0.00s   3.581882w      6 calls
JK: (A|Q)^-1/2:       2.13u       0.05s   1.768978w      6 calls
JK: (Q|mn)  :       2.96u       0.00s   2.956558w      6 calls
HF: Form H  :       0.01u       0.01s 0.01146300w      1 call
HF: Form S/X:       0.02u       0.00s 0.01371800w      1 call
HF: Guess   :       0.80u       0.07s 0.43325900w      1 call
SAD Guess   :       0.79u       0.07s 0.43027700w      1 call
JK: D       :       0.00u       0.00s   0.005415w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001240w     46 calls
JK: JK      :      18.80u       0.76s      11.15w     46 calls
JK: J       :       0.79u       0.07s   0.427209w     47 calls
JK: J1      :       0.37u       0.04s   0.204021w     82 calls
JK: J2      :       0.42u       0.03s   0.220444w     82 calls
JK: K       :      17.20u       0.27s      10.12w     47 calls
JK: K1      :      10.24u       0.00s   5.124060w     82 calls
JK: K2      :       6.95u       0.27s   4.992365w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000055w     46 calls
DIISManager::add_entry:       0.20u       0.04s   0.315361w     45 calls
DIISManager::extrapolate:       0.54u       0.09s   1.954954w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.53u       0.08s   1.945287w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001458w     44 calls
DIISManager::extrapolate: form new data:       0.01u       0.01s   0.007932w     44 calls
HF: Form G  :      73.44u       1.10s      63.96w     11 calls
RKS: Form V :      54.64u       0.34s      52.80w     11 calls
V: D        :       0.01u       0.00s   0.005133w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000573w     11 calls
V: V        :      54.63u       0.34s      52.79w     11 calls
Properties  :      33.93u       0.19s      33.01w   3223 calls
Points      :      23.61u       0.11s      22.93w   3223 calls
Functional  :      10.69u       0.07s      10.15w   3223 calls
V_XC        :       9.98u       0.08s   9.599371w   3223 calls
LSDA        :       7.93u       0.06s   7.705608w   6446 calls
GGA         :       1.84u       0.01s   1.729766w   3223 calls
V: AO2USO   :       0.00u       0.00s   0.000018w     11 calls
HF: Form F  :       0.00u       0.00s   0.001482w     11 calls
HF: DIIS    :       0.82u       0.15s   2.322636w     11 calls
HF: Form C  :       0.25u       0.00s   0.161098w     11 calls
HF: Form D  :       0.01u       0.00s   0.005324w     11 calls

***********************************************************
