
Host: iw-p31-30-l.pace.gatech.edu

Timers On : Mon Apr 23 21:35:33 2018
Timers Off: Mon Apr 23 21:36:57 2018

Wall Time:       84.00 seconds

V: Grid     :       1.14u       0.02s 1.16536500w      1 call
JK: (A|mn)  :       7.13u       0.00s   3.567651w      6 calls
JK: (A|Q)^-1/2:       2.22u       0.08s   1.847646w      6 calls
JK: (Q|mn)  :       2.99u       0.00s   2.990110w      6 calls
HF: Form H  :       0.00u       0.00s 0.00260600w      1 call
HF: Form S/X:       0.03u       0.01s 0.01487000w      1 call
HF: Guess   :       0.80u       0.06s 0.43341200w      1 call
SAD Guess   :       0.80u       0.06s 0.43046600w      1 call
JK: D       :       0.03u       0.00s   0.005809w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.001334w     47 calls
JK: JK      :      20.27u       0.84s      12.06w     47 calls
JK: J       :       0.82u       0.06s   0.457819w     48 calls
JK: J1      :       0.39u       0.02s   0.217478w     83 calls
JK: J2      :       0.43u       0.04s   0.237423w     83 calls
JK: K       :      18.56u       0.33s      10.93w     48 calls
JK: K1      :      11.00u       0.00s   5.488709w     83 calls
JK: K2      :       7.56u       0.33s   5.442515w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000054w     47 calls
DIISManager::add_entry:       0.15u       0.02s   0.156324w     46 calls
DIISManager::extrapolate:       0.84u       0.14s   2.396664w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.83u       0.13s   2.384859w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001685w     45 calls
DIISManager::extrapolate: form new data:       0.00u       0.01s   0.009812w     45 calls
HF: Form G  :      79.85u       1.14s      69.57w     12 calls
RKS: Form V :      59.56u       0.30s      57.50w     12 calls
V: D        :       0.01u       0.00s   0.005563w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000635w     12 calls
V: V        :      59.55u       0.30s      57.49w     12 calls
Properties  :      37.13u       0.18s      35.84w   3564 calls
Points      :      25.67u       0.12s      24.91w   3564 calls
Functional  :      11.56u       0.06s      11.10w   3564 calls
V_XC        :      10.78u       0.05s      10.52w   3564 calls
LSDA        :       8.54u       0.05s   8.481777w   7128 calls
GGA         :       2.07u       0.00s   1.855449w   3564 calls
V: AO2USO   :       0.00u       0.00s   0.000019w     12 calls
HF: Form F  :       0.01u       0.00s   0.001689w     12 calls
HF: DIIS    :       1.10u       0.16s   2.611027w     12 calls
HF: Form C  :       0.28u       0.04s   0.179761w     12 calls
HF: Form D  :       0.00u       0.00s   0.005956w     12 calls

***********************************************************
