
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:46:37 2018
Timers Off: Mon Apr 23 21:49:28 2018

Wall Time:      171.00 seconds

V: Grid     :       1.98u       0.03s 2.01118500w      1 call
JK: (A|mn)  :      17.08u       0.00s   8.544783w      6 calls
JK: (A|Q)^-1/2:       5.51u       0.10s   5.117818w      6 calls
JK: (Q|mn)  :       4.43u       0.00s   4.434279w      6 calls
HF: Form H  :       0.00u       0.00s 0.00726000w      1 call
HF: Form S/X:       0.07u       0.01s 0.04249900w      1 call
HF: Guess   :       0.85u       0.06s 0.45439700w      1 call
SAD Guess   :       0.84u       0.06s 0.45104800w      1 call
JK: D       :       0.00u       0.00s   0.011965w     47 calls
JK: USO2AO  :       0.01u       0.00s   0.002350w     47 calls
JK: JK      :      37.91u       1.10s      22.58w     47 calls
JK: J       :       1.44u       0.16s   0.800512w     48 calls
JK: J1      :       0.78u       0.07s   0.425123w     83 calls
JK: J2      :       0.66u       0.08s   0.369800w     83 calls
JK: K       :      34.99u       0.36s      20.74w     48 calls
JK: K1      :      24.18u       0.02s      12.11w     83 calls
JK: K2      :      10.80u       0.34s   8.623405w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000085w     47 calls
DIISManager::add_entry:       0.52u       0.08s   5.060312w     46 calls
DIISManager::extrapolate:       0.69u       0.13s   7.146375w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.68u       0.12s   7.120565w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001984w     45 calls
DIISManager::extrapolate: form new data:       0.01u       0.01s   0.023356w     45 calls
HF: Form G  :     147.70u       1.55s     130.49w     12 calls
RKS: Form V :     109.79u       0.45s     107.90w     12 calls
V: D        :       0.01u       0.00s   0.011501w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001046w     12 calls
V: V        :     109.78u       0.45s     107.88w     12 calls
Properties  :      66.41u       0.29s      65.06w   3516 calls
Points      :      44.09u       0.16s      42.72w   3516 calls
Functional  :      18.73u       0.04s      18.50w   3516 calls
V_XC        :      24.59u       0.09s      24.29w   3516 calls
LSDA        :      20.19u       0.06s      19.97w   7032 calls
GGA         :       4.06u       0.01s   3.949941w   3516 calls
V: AO2USO   :       0.00u       0.00s   0.000026w     12 calls
HF: Form F  :       0.01u       0.00s   0.002481w     12 calls
HF: DIIS    :       1.45u       0.23s      12.33w     12 calls
HF: Form C  :       0.62u       0.02s   0.428613w     12 calls
HF: Form D  :       0.00u       0.00s   0.009351w     12 calls

***********************************************************
