
Host: iw-k30-10.pace.gatech.edu

Timers On : Mon Apr 23 21:47:33 2018
Timers Off: Mon Apr 23 21:52:02 2018

Wall Time:      269.00 seconds

V: Grid     :       2.32u       0.04s 2.36510700w      1 call
JK: (A|mn)  :      19.69u       0.00s   9.843762w      6 calls
JK: (A|Q)^-1/2:       6.15u       0.08s   5.699432w      6 calls
JK: (Q|mn)  :       4.66u       0.00s   4.666064w      6 calls
HF: Form H  :       0.01u       0.00s 0.00374500w      1 call
HF: Form S/X:       0.08u       0.00s 0.04384400w      1 call
HF: Guess   :       1.09u       0.07s 0.57690800w      1 call
SAD Guess   :       1.08u       0.07s 0.57093100w      1 call
JK: D       :       0.03u       0.00s   0.019652w     53 calls
JK: USO2AO  :       0.00u       0.00s   0.003946w     53 calls
JK: JK      :      65.62u       1.40s      38.81w     53 calls
JK: J       :       2.59u       0.17s   1.371701w     54 calls
JK: J1      :       1.32u       0.09s   0.701830w     89 calls
JK: J2      :       1.26u       0.08s   0.660829w     89 calls
JK: K       :      60.40u       0.34s      35.64w     54 calls
JK: K1      :      43.08u       0.00s      21.57w     89 calls
JK: K2      :      17.32u       0.34s      14.07w     89 calls
JK: AO2USO  :       0.00u       0.00s   0.000119w     53 calls
DIISManager::add_entry:       0.41u       0.05s   4.382341w     52 calls
DIISManager::extrapolate:       0.89u       0.14s   4.151064w     51 calls
DIISManager::extrapolate: bMatrix setup:       0.62u       0.10s   1.866578w     51 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.02u       0.00s   0.002954w     51 calls
DIISManager::extrapolate: form new data:       0.25u       0.04s   2.280802w     51 calls
HF: Form G  :     262.91u       1.89s     233.21w     18 calls
RKS: Form V :     197.29u       0.49s     194.38w     18 calls
V: D        :       0.03u       0.00s   0.018857w     18 calls
V: USO2AO   :       0.00u       0.00s   0.001858w     18 calls
V: V        :     197.25u       0.49s     194.35w     18 calls
Properties  :     122.51u       0.29s     120.54w   5292 calls
Points      :      82.24u       0.18s      81.62w   5292 calls
Functional  :      31.27u       0.06s      31.03w   5292 calls
V_XC        :      43.32u       0.11s      42.72w   5292 calls
LSDA        :      35.09u       0.03s      34.74w  10584 calls
GGA         :       7.50u       0.02s   7.258243w   5292 calls
V: AO2USO   :       0.00u       0.00s   0.000045w     18 calls
HF: Form F  :       0.02u       0.00s   0.004418w     18 calls
HF: DIIS    :       1.69u       0.20s   8.747384w     18 calls
HF: Form C  :       1.26u       0.07s   0.757683w     18 calls
HF: Form D  :       0.02u       0.01s   0.016414w     18 calls

***********************************************************
