
Host: iw-c39-34-l.pace.gatech.edu

Timers On : Mon Apr 23 21:28:25 2018
Timers Off: Mon Apr 23 21:29:37 2018

Wall Time:       72.00 seconds

V: Grid     :       1.14u       0.02s 1.15744900w      1 call
JK: (A|mn)  :       6.66u       0.00s   3.325880w      6 calls
JK: (A|Q)^-1/2:       1.67u       0.04s   1.273520w      6 calls
JK: (Q|mn)  :       1.71u       0.00s   1.709925w      6 calls
HF: Form H  :       0.01u       0.00s 0.57118100w      1 call
HF: Form S/X:       0.01u       0.00s 0.01044500w      1 call
HF: Guess   :       0.90u       0.05s 0.47381400w      1 call
SAD Guess   :       0.89u       0.05s 0.47062200w      1 call
JK: D       :       0.00u       0.00s   0.003963w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001558w     45 calls
JK: JK      :      14.95u       0.73s   8.291208w     45 calls
JK: J       :       0.73u       0.05s   0.388495w     46 calls
JK: J1      :       0.34u       0.03s   0.185402w     80 calls
JK: J2      :       0.38u       0.02s   0.200090w     80 calls
JK: K       :      13.68u       0.27s   7.438875w     46 calls
JK: K1      :       8.63u       0.02s   4.316442w     80 calls
JK: K2      :       5.05u       0.25s   3.121682w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000050w     45 calls
DIISManager::add_entry:       0.19u       0.02s   0.206252w     44 calls
DIISManager::extrapolate:       0.48u       0.06s   0.817061w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.48u       0.06s   0.806602w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001165w     43 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.009019w     43 calls
HF: Form G  :      68.50u       1.04s      59.97w     11 calls
RKS: Form V :      53.55u       0.31s      51.67w     11 calls
V: D        :       0.01u       0.00s   0.003729w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000737w     11 calls
V: V        :      53.54u       0.31s      51.66w     11 calls
Properties  :      34.93u       0.20s      33.45w   3245 calls
Points      :      25.86u       0.15s      24.99w   3245 calls
Functional  :      10.88u       0.04s      10.54w   3245 calls
V_XC        :       7.69u       0.05s   7.648813w   3245 calls
LSDA        :       5.69u       0.03s   5.652092w   6490 calls
GGA         :       1.79u       0.01s   1.788576w   3245 calls
V: AO2USO   :       0.00u       0.00s   0.000021w     11 calls
HF: Form F  :       0.00u       0.00s   0.001603w     11 calls
HF: DIIS    :       0.73u       0.09s   1.059702w     11 calls
HF: Form C  :       0.24u       0.00s   0.120657w     11 calls
HF: Form D  :       0.00u       0.00s   0.004134w     11 calls

***********************************************************
