
Host: iw-p31-30-l.pace.gatech.edu

Timers On : Mon Apr 23 22:06:36 2018
Timers Off: Mon Apr 23 22:07:53 2018

Wall Time:       77.00 seconds

V: Grid     :       1.13u       0.02s 1.15587900w      1 call
JK: (A|mn)  :       7.08u       0.00s   3.542680w      6 calls
JK: (A|Q)^-1/2:       2.11u       0.08s   1.754993w      6 calls
JK: (Q|mn)  :       2.90u       0.00s   2.891094w      6 calls
HF: Form H  :       0.00u       0.00s 0.00259700w      1 call
HF: Form S/X:       0.03u       0.00s 0.01355700w      1 call
HF: Guess   :       0.80u       0.06s 0.43447800w      1 call
SAD Guess   :       0.80u       0.06s 0.43145100w      1 call
JK: D       :       0.01u       0.00s   0.005363w     46 calls
JK: USO2AO  :       0.01u       0.00s   0.001209w     46 calls
JK: JK      :      17.89u       0.76s      10.72w     46 calls
JK: J       :       0.77u       0.05s   0.405317w     47 calls
JK: J1      :       0.37u       0.03s   0.193710w     82 calls
JK: J2      :       0.39u       0.02s   0.208928w     82 calls
JK: K       :      16.36u       0.31s   9.708581w     47 calls
JK: K1      :       9.43u       0.01s   4.721254w     82 calls
JK: K2      :       6.93u       0.30s   4.986573w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000053w     46 calls
DIISManager::add_entry:       0.34u       0.04s   1.305497w     45 calls
DIISManager::extrapolate:       0.46u       0.08s   0.709483w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.27u       0.04s   0.393794w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001505w     44 calls
DIISManager::extrapolate: form new data:       0.19u       0.04s   0.313890w     44 calls
HF: Form G  :      72.05u       1.13s      63.03w     11 calls
RKS: Form V :      54.14u       0.37s      52.30w     11 calls
V: D        :       0.01u       0.00s   0.005136w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000599w     11 calls
V: V        :      54.13u       0.37s      52.29w     11 calls
Properties  :      33.76u       0.27s      32.67w   3223 calls
Points      :      23.50u       0.16s      22.77w   3223 calls
Functional  :      10.55u       0.04s      10.16w   3223 calls
V_XC        :       9.79u       0.05s   9.445541w   3223 calls
LSDA        :       7.96u       0.03s   7.648421w   6446 calls
GGA         :       1.61u       0.01s   1.638412w   3223 calls
V: AO2USO   :       0.00u       0.00s   0.000017w     11 calls
HF: Form F  :       0.00u       0.00s   0.001537w     11 calls
HF: DIIS    :       0.91u       0.12s   2.067392w     11 calls
HF: Form C  :       0.24u       0.04s   0.161493w     11 calls
HF: Form D  :       0.00u       0.00s   0.005311w     11 calls

***********************************************************
