
Host: iw-h43-28.pace.gatech.edu

Timers On : Mon Apr 23 21:59:28 2018
Timers Off: Mon Apr 23 22:01:55 2018

Wall Time:      147.00 seconds

V: Grid     :       2.06u       0.04s 2.10027700w      1 call
JK: (A|mn)  :      17.37u       0.00s   8.688800w      6 calls
JK: (A|Q)^-1/2:       5.31u       0.05s   4.890506w      6 calls
JK: (Q|mn)  :       3.94u       0.01s   3.943004w      6 calls
HF: Form H  :       0.00u       0.00s 0.00576200w      1 call
HF: Form S/X:       0.07u       0.01s 0.03930100w      1 call
HF: Guess   :       0.83u       0.08s 0.45408300w      1 call
SAD Guess   :       0.83u       0.07s 0.45063000w      1 call
JK: D       :       0.03u       0.00s   0.012177w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.002538w     47 calls
JK: JK      :      37.35u       1.02s      22.46w     47 calls
JK: J       :       1.43u       0.14s   0.784931w     48 calls
JK: J1      :       0.73u       0.06s   0.409975w     83 calls
JK: J2      :       0.69u       0.07s   0.369498w     83 calls
JK: K       :      34.28u       0.28s      20.55w     48 calls
JK: K1      :      23.09u       0.00s      11.55w     83 calls
JK: K2      :      11.19u       0.28s   8.998040w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000085w     47 calls
DIISManager::add_entry:       0.04u       0.01s   0.029214w     46 calls
DIISManager::extrapolate:       0.51u       0.12s   2.113135w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.49u       0.10s   2.091719w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001876w     45 calls
DIISManager::extrapolate: form new data:       0.02u       0.02s   0.019045w     45 calls
HF: Form G  :     138.48u       1.51s     121.83w     12 calls
RKS: Form V :     101.11u       0.49s      99.36w     12 calls
V: D        :       0.02u       0.00s   0.011832w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001237w     12 calls
V: V        :     101.08u       0.49s      99.34w     12 calls
Properties  :      60.84u       0.29s      59.88w   3552 calls
Points      :      40.85u       0.20s      40.29w   3552 calls
Functional  :      18.19u       0.06s      17.98w   3552 calls
V_XC        :      21.99u       0.12s      21.45w   3552 calls
LSDA        :      17.56u       0.07s      17.16w   7104 calls
GGA         :       4.12u       0.03s   3.941837w   3552 calls
V: AO2USO   :       0.00u       0.00s   0.000028w     12 calls
HF: Form F  :       0.00u       0.00s   0.002968w     12 calls
HF: DIIS    :       0.80u       0.14s   2.275333w     12 calls
HF: Form C  :       0.79u       0.05s   0.473443w     12 calls
HF: Form D  :       0.03u       0.01s   0.010380w     12 calls

***********************************************************
