
Host: iw-p31-30-r.pace.gatech.edu

Timers On : Mon Apr 23 22:02:56 2018
Timers Off: Mon Apr 23 22:04:16 2018

Wall Time:       80.00 seconds

V: Grid     :       1.15u       0.02s 1.17595800w      1 call
JK: (A|mn)  :       7.28u       0.00s   3.638522w      6 calls
JK: (A|Q)^-1/2:       2.17u       0.06s   1.808519w      6 calls
JK: (Q|mn)  :       2.98u       0.00s   2.974509w      6 calls
HF: Form H  :       0.00u       0.00s 0.00299600w      1 call
HF: Form S/X:       0.03u       0.00s 0.01359500w      1 call
HF: Guess   :       0.82u       0.04s 0.43515700w      1 call
SAD Guess   :       0.82u       0.04s 0.43218800w      1 call
JK: D       :       0.01u       0.00s   0.005389w     46 calls
JK: USO2AO  :       0.01u       0.00s   0.001208w     46 calls
JK: JK      :      18.47u       0.68s      10.96w     46 calls
JK: J       :       0.79u       0.06s   0.417128w     47 calls
JK: J1      :       0.40u       0.01s   0.198804w     82 calls
JK: J2      :       0.38u       0.05s   0.215528w     82 calls
JK: K       :      16.89u       0.24s   9.941914w     47 calls
JK: K1      :       9.90u       0.00s   4.942784w     82 calls
JK: K2      :       6.99u       0.24s   4.998404w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000047w     46 calls
DIISManager::add_entry:       0.28u       0.04s   0.705648w     45 calls
DIISManager::extrapolate:       0.65u       0.10s   1.892955w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.45u       0.06s   0.569843w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001545w     44 calls
DIISManager::extrapolate: form new data:       0.20u       0.04s   1.321296w     44 calls
HF: Form G  :      73.86u       0.97s      64.44w     11 calls
RKS: Form V :      55.38u       0.29s      53.47w     11 calls
V: D        :       0.01u       0.00s   0.005141w     11 calls
V: USO2AO   :       0.01u       0.00s   0.000603w     11 calls
V: V        :      55.36u       0.29s      53.46w     11 calls
Properties  :      35.02u       0.12s      33.51w   3212 calls
Points      :      24.41u       0.11s      23.28w   3212 calls
Functional  :      10.39u       0.01s      10.15w   3212 calls
V_XC        :       9.92u       0.15s   9.778543w   3212 calls
LSDA        :       8.14u       0.12s   7.912302w   6424 calls
GGA         :       1.65u       0.00s   1.707362w   3212 calls
V: AO2USO   :       0.00u       0.00s   0.000018w     11 calls
HF: Form F  :       0.00u       0.00s   0.001608w     11 calls
HF: DIIS    :       1.02u       0.13s   2.651930w     11 calls
HF: Form C  :       0.22u       0.01s   0.161260w     11 calls
HF: Form D  :       0.02u       0.00s   0.005578w     11 calls

***********************************************************
