
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:49:16 2018
Timers Off: Mon Apr 23 21:51:56 2018

Wall Time:      160.00 seconds

V: Grid     :       1.98u       0.03s 2.00715600w      1 call
JK: (A|mn)  :      16.46u       0.00s   8.226349w      6 calls
JK: (A|Q)^-1/2:       5.06u       0.10s   4.693079w      6 calls
JK: (Q|mn)  :       3.93u       0.00s   3.928528w      6 calls
HF: Form H  :       0.01u       0.00s 0.00505200w      1 call
HF: Form S/X:       0.07u       0.00s 0.03640300w      1 call
HF: Guess   :       0.78u       0.07s 0.42375000w      1 call
SAD Guess   :       0.78u       0.07s 0.42055300w      1 call
JK: D       :       0.03u       0.00s   0.011726w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.002189w     47 calls
JK: JK      :      38.08u       1.04s      22.70w     47 calls
JK: J       :       1.37u       0.12s   0.762645w     48 calls
JK: J1      :       0.72u       0.05s   0.406867w     83 calls
JK: J2      :       0.65u       0.07s   0.350491w     83 calls
JK: K       :      35.18u       0.35s      20.90w     48 calls
JK: K1      :      24.30u       0.00s      12.15w     83 calls
JK: K2      :      10.88u       0.35s   8.751501w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000082w     47 calls
DIISManager::add_entry:       0.19u       0.05s   0.385703w     46 calls
DIISManager::extrapolate:       0.71u       0.14s   5.167025w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.71u       0.10s   5.141918w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001786w     45 calls
DIISManager::extrapolate: form new data:       0.00u       0.04s   0.022823w     45 calls
HF: Form G  :     145.63u       1.47s     128.39w     12 calls
RKS: Form V :     107.52u       0.43s     105.68w     12 calls
V: D        :       0.01u       0.00s   0.011473w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001051w     12 calls
V: V        :     107.51u       0.43s     105.66w     12 calls
Properties  :      65.14u       0.33s      63.73w   3396 calls
Points      :      43.55u       0.28s      42.58w   3396 calls
Functional  :      18.61u       0.02s      18.65w   3396 calls
V_XC        :      23.72u       0.07s      23.25w   3396 calls
LSDA        :      19.60u       0.05s      18.97w   6792 calls
GGA         :       3.75u       0.01s   3.935762w   3396 calls
V: AO2USO   :       0.00u       0.00s   0.000028w     12 calls
HF: Form F  :       0.01u       0.00s   0.002605w     12 calls
HF: DIIS    :       1.12u       0.23s   5.681401w     12 calls
HF: Form C  :       0.73u       0.03s   0.448387w     12 calls
HF: Form D  :       0.01u       0.00s   0.009673w     12 calls

***********************************************************
