
Host: rich133-c34-33-l.pace.gatech.edu

Timers On : Mon Apr 23 21:48:21 2018
Timers Off: Mon Apr 23 21:50:44 2018

Wall Time:      143.00 seconds

V: Grid     :       0.85u       0.03s 0.87456600w      1 call
JK: (A|mn)  :       5.81u       0.01s   2.907219w      6 calls
JK: (A|Q)^-1/2:       1.47u       0.03s   1.176131w      6 calls
JK: (Q|mn)  :       1.82u       0.00s   1.814221w      6 calls
HF: Form H  :       0.00u       0.00s 0.10686500w      1 call
HF: Form S/X:       0.01u       0.00s 0.01502200w      1 call
HF: Guess   :       0.43u       0.03s 0.26164800w      1 call
SAD Guess   :       0.43u       0.03s 0.25869200w      1 call
JK: D       :       0.01u       0.00s   0.005599w     51 calls
JK: USO2AO  :       0.01u       0.00s   0.002512w     51 calls
JK: JK      :      31.17u       1.37s      16.75w     51 calls
JK: J       :       1.78u       0.13s   0.965662w     52 calls
JK: J1      :       0.85u       0.09s   0.469810w     86 calls
JK: J2      :       0.91u       0.04s   0.489161w     86 calls
JK: K       :      28.55u       0.46s      14.97w     52 calls
JK: K1      :      21.10u       0.02s      10.54w     86 calls
JK: K2      :       7.45u       0.44s   4.433250w     86 calls
JK: AO2USO  :       0.00u       0.00s   0.000056w     51 calls
DIISManager::add_entry:       0.67u       0.10s   9.270751w     50 calls
DIISManager::extrapolate:       0.76u       0.15s      15.88w     49 calls
DIISManager::extrapolate: bMatrix setup:       0.72u       0.13s      15.86w     49 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001888w     49 calls
DIISManager::extrapolate: form new data:       0.04u       0.02s   0.017934w     49 calls
HF: Form G  :     125.02u       1.82s     107.67w     17 calls
RKS: Form V :      93.83u       0.45s      90.91w     17 calls
V: D        :       0.00u       0.00s   0.005417w     17 calls
V: USO2AO   :       0.01u       0.00s   0.001300w     17 calls
V: V        :      93.82u       0.45s      90.90w     17 calls
Properties  :      62.38u       0.31s      60.29w   4947 calls
Points      :      42.43u       0.21s      41.22w   4947 calls
Functional  :      13.35u       0.04s      13.04w   4947 calls
V_XC        :      18.04u       0.10s      17.52w   4947 calls
LSDA        :      12.40u       0.05s      12.23w   9894 calls
GGA         :       5.09u       0.03s   4.836620w   4947 calls
V: AO2USO   :       0.00u       0.00s   0.000030w     17 calls
HF: Form F  :       0.01u       0.00s   0.002901w     17 calls
HF: DIIS    :       1.54u       0.27s      25.21w     17 calls
HF: Form C  :       0.26u       0.01s   0.170630w     17 calls
HF: Form D  :       0.00u       0.00s   0.007045w     17 calls

***********************************************************
