
Host: iw-c39-34-r.pace.gatech.edu

Timers On : Mon Apr 23 22:02:47 2018
Timers Off: Mon Apr 23 22:03:58 2018

Wall Time:       71.00 seconds

V: Grid     :       1.15u       0.03s 1.17993100w      1 call
JK: (A|mn)  :       6.87u       0.00s   3.435278w      6 calls
JK: (A|Q)^-1/2:       1.70u       0.07s   1.314222w      6 calls
JK: (Q|mn)  :       1.76u       0.00s   1.763596w      6 calls
HF: Form H  :       0.00u       0.00s 0.00217000w      1 call
HF: Form S/X:       0.02u       0.00s 0.01062100w      1 call
HF: Guess   :       0.89u       0.06s 0.47656400w      1 call
SAD Guess   :       0.88u       0.06s 0.47337000w      1 call
JK: D       :       0.01u       0.00s   0.004147w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001621w     45 calls
JK: JK      :      13.63u       0.71s   7.637915w     45 calls
JK: J       :       0.74u       0.05s   0.404673w     46 calls
JK: J1      :       0.36u       0.02s   0.191812w     80 calls
JK: J2      :       0.37u       0.03s   0.209799w     80 calls
JK: K       :      12.38u       0.20s   6.736409w     46 calls
JK: K1      :       7.24u       0.00s   3.613389w     80 calls
JK: K2      :       5.14u       0.20s   3.122244w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000046w     45 calls
DIISManager::add_entry:       0.19u       0.03s   0.659463w     44 calls
DIISManager::extrapolate:       0.53u       0.10s   1.303050w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.38u       0.08s   1.150065w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001205w     43 calls
DIISManager::extrapolate: form new data:       0.14u       0.02s   0.151516w     43 calls
HF: Form G  :      67.22u       1.00s      59.28w     11 calls
RKS: Form V :      53.57u       0.29s      51.63w     11 calls
V: D        :       0.02u       0.00s   0.003857w     11 calls
V: USO2AO   :       0.01u       0.00s   0.000772w     11 calls
V: V        :      53.54u       0.29s      51.63w     11 calls
Properties  :      35.31u       0.21s      33.54w   3267 calls
Points      :      26.69u       0.13s      25.29w   3267 calls
Functional  :      10.26u       0.02s      10.58w   3267 calls
V_XC        :       7.96u       0.05s   7.472604w   3267 calls
LSDA        :       5.89u       0.02s   5.620412w   6534 calls
GGA         :       1.88u       0.02s   1.652050w   3267 calls
V: AO2USO   :       0.00u       0.00s   0.000017w     11 calls
HF: Form F  :       0.00u       0.00s   0.001651w     11 calls
HF: DIIS    :       0.76u       0.14s   1.998957w     11 calls
HF: Form C  :       0.18u       0.00s   0.121937w     11 calls
HF: Form D  :       0.02u       0.00s   0.004180w     11 calls

***********************************************************
