
Host: rich133-c34-27-r.pace.gatech.edu

Timers On : Mon Apr 23 22:12:43 2018
Timers Off: Mon Apr 23 22:13:59 2018

Wall Time:       76.00 seconds

V: Grid     :       0.84u       0.03s 0.87261500w      1 call
JK: (A|mn)  :       5.96u       0.00s   2.986546w      6 calls
JK: (A|Q)^-1/2:       1.48u       0.05s   1.184384w      6 calls
JK: (Q|mn)  :       1.66u       0.00s   1.658118w      6 calls
HF: Form H  :       0.00u       0.00s 0.04463000w      1 call
HF: Form S/X:       0.02u       0.00s 0.00945600w      1 call
HF: Guess   :       0.43u       0.03s 0.22670800w      1 call
SAD Guess   :       0.42u       0.02s 0.22371700w      1 call
JK: D       :       0.01u       0.00s   0.004293w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001947w     46 calls
JK: JK      :      18.30u       0.92s   9.982551w     46 calls
JK: J       :       1.05u       0.07s   0.556039w     47 calls
JK: J1      :       0.50u       0.03s   0.266427w     81 calls
JK: J2      :       0.54u       0.04s   0.285708w     81 calls
JK: K       :      16.69u       0.29s   8.873855w     47 calls
JK: K1      :      11.39u       0.00s   5.722102w     81 calls
JK: K2      :       5.30u       0.29s   3.150895w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000048w     46 calls
DIISManager::add_entry:       0.20u       0.01s   0.418638w     45 calls
DIISManager::extrapolate:       0.47u       0.05s   2.424579w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.45u       0.05s   2.412458w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001278w     44 calls
DIISManager::extrapolate: form new data:       0.02u       0.00s   0.010575w     44 calls
HF: Form G  :      74.88u       1.25s      64.61w     12 calls
RKS: Form V :      56.58u       0.33s      54.62w     12 calls
V: D        :       0.02u       0.00s   0.003815w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000861w     12 calls
V: V        :      56.56u       0.33s      54.62w     12 calls
Properties  :      36.98u       0.25s      35.54w   3528 calls
Points      :      25.69u       0.18s      24.54w   3528 calls
Functional  :       9.35u       0.03s   9.040289w   3528 calls
V_XC        :      10.17u       0.04s      10.00w   3528 calls
LSDA        :       7.08u       0.02s   6.962032w   7056 calls
GGA         :       2.85u       0.01s   2.783662w   3528 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     12 calls
HF: Form F  :       0.01u       0.00s   0.008362w     12 calls
HF: DIIS    :       0.76u       0.06s   2.882972w     12 calls
HF: Form C  :       0.20u       0.01s   0.129982w     12 calls
HF: Form D  :       0.02u       0.00s   0.004712w     12 calls

***********************************************************
