
Host: rich133-c34-21-r.pace.gatech.edu

Timers On : Mon Apr 23 21:58:57 2018
Timers Off: Mon Apr 23 22:00:04 2018

Wall Time:       67.00 seconds

V: Grid     :       0.78u       0.03s 0.80342700w      1 call
JK: (A|mn)  :       5.72u       0.00s   2.859657w      6 calls
JK: (A|Q)^-1/2:       1.34u       0.04s   1.053425w      6 calls
JK: (Q|mn)  :       1.58u       0.00s   1.586068w      6 calls
HF: Form H  :       0.00u       0.00s 0.00230400w      1 call
HF: Form S/X:       0.02u       0.00s 0.01032100w      1 call
HF: Guess   :       0.45u       0.03s 0.23626100w      1 call
SAD Guess   :       0.44u       0.03s 0.23337400w      1 call
JK: D       :       0.01u       0.00s   0.004191w     47 calls
JK: USO2AO  :       0.02u       0.00s   0.001827w     47 calls
JK: JK      :      15.41u       0.85s   8.388452w     47 calls
JK: J       :       0.88u       0.03s   0.463768w     48 calls
JK: J1      :       0.42u       0.01s   0.220961w     82 calls
JK: J2      :       0.46u       0.02s   0.239748w     82 calls
JK: K       :      13.97u       0.31s   7.381789w     48 calls
JK: K1      :       8.53u       0.01s   4.260187w     82 calls
JK: K2      :       5.44u       0.30s   3.120837w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000048w     47 calls
DIISManager::add_entry:       0.19u       0.04s   0.444652w     46 calls
DIISManager::extrapolate:       0.79u       0.08s   1.797143w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.77u       0.08s   1.784926w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001126w     45 calls
DIISManager::extrapolate: form new data:       0.02u       0.00s   0.010834w     45 calls
HF: Form G  :      65.29u       1.19s      55.97w     13 calls
RKS: Form V :      49.85u       0.34s      47.57w     13 calls
V: D        :       0.02u       0.00s   0.003909w     13 calls
V: USO2AO   :       0.00u       0.00s   0.000856w     13 calls
V: V        :      49.83u       0.34s      47.56w     13 calls
Properties  :      32.59u       0.22s      30.89w   3874 calls
Points      :      23.84u       0.17s      22.38w   3874 calls
Functional  :       8.84u       0.02s   8.796868w   3874 calls
V_XC        :       8.36u       0.07s   7.842082w   3874 calls
LSDA        :       6.28u       0.03s   5.911156w   7748 calls
GGA         :       1.90u       0.03s   1.757426w   3874 calls
V: AO2USO   :       0.00u       0.00s   0.000026w     13 calls
HF: Form F  :       0.00u       0.00s   0.001884w     13 calls
HF: DIIS    :       1.08u       0.12s   2.278050w     13 calls
HF: Form C  :       0.19u       0.01s   0.115953w     13 calls
HF: Form D  :       0.02u       0.00s   0.004087w     13 calls

***********************************************************
