
Host: iw-p31-30-r.pace.gatech.edu

Timers On : Mon Apr 23 21:32:38 2018
Timers Off: Mon Apr 23 21:34:03 2018

Wall Time:       85.00 seconds

V: Grid     :       1.15u       0.02s 1.16699900w      1 call
JK: (A|mn)  :       7.18u       0.00s   3.585233w      6 calls
JK: (A|Q)^-1/2:       2.21u       0.03s   1.827630w      6 calls
JK: (Q|mn)  :       3.03u       0.00s   3.028433w      6 calls
HF: Form H  :       0.00u       0.00s 0.00274200w      1 call
HF: Form S/X:       0.03u       0.01s 0.01346600w      1 call
HF: Guess   :       0.80u       0.06s 0.43206400w      1 call
SAD Guess   :       0.80u       0.06s 0.42907100w      1 call
JK: D       :       0.01u       0.00s   0.005745w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.001386w     47 calls
JK: JK      :      21.11u       0.80s      12.46w     47 calls
JK: J       :       0.89u       0.05s   0.468827w     48 calls
JK: J1      :       0.42u       0.00s   0.224496w     83 calls
JK: J2      :       0.47u       0.05s   0.241314w     83 calls
JK: K       :      19.34u       0.26s      11.32w     48 calls
JK: K1      :      11.71u       0.02s   5.858999w     83 calls
JK: K2      :       7.63u       0.24s   5.458476w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000053w     47 calls
DIISManager::add_entry:       0.22u       0.04s   0.438658w     46 calls
DIISManager::extrapolate:       0.36u       0.07s   0.889827w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.33u       0.06s   0.877057w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001639w     45 calls
DIISManager::extrapolate: form new data:       0.02u       0.01s   0.010789w     45 calls
HF: Form G  :      82.40u       1.06s      71.67w     12 calls
RKS: Form V :      61.27u       0.26s      59.21w     12 calls
V: D        :       0.00u       0.00s   0.005587w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000686w     12 calls
V: V        :      61.25u       0.26s      59.20w     12 calls
Properties  :      38.44u       0.17s      37.13w   3588 calls
Points      :      26.49u       0.10s      25.65w   3588 calls
Functional  :      11.42u       0.05s      11.10w   3588 calls
V_XC        :      11.34u       0.04s      10.94w   3588 calls
LSDA        :       9.23u       0.04s   8.751552w   7176 calls
GGA         :       1.97u       0.00s   1.996964w   3588 calls
V: AO2USO   :       0.00u       0.00s   0.000022w     12 calls
HF: Form F  :       0.01u       0.00s   0.001801w     12 calls
HF: DIIS    :       0.70u       0.10s   1.387460w     12 calls
HF: Form C  :       0.29u       0.01s   0.177209w     12 calls
HF: Form D  :       0.02u       0.01s   0.005947w     12 calls

***********************************************************
