
Host: iw-p33-31-r.pace.gatech.edu

Timers On : Mon Apr 23 21:35:41 2018
Timers Off: Mon Apr 23 21:37:17 2018

Wall Time:       96.00 seconds

V: Grid     :       1.15u       0.03s 1.17447300w      1 call
JK: (A|mn)  :       6.79u       0.00s   3.399329w      6 calls
JK: (A|Q)^-1/2:       1.70u       0.06s   1.335324w      6 calls
JK: (Q|mn)  :       1.83u       0.00s   1.826860w      6 calls
HF: Form H  :       0.00u       0.00s 0.00487700w      1 call
HF: Form S/X:       0.02u       0.00s 0.01178800w      1 call
HF: Guess   :       0.88u       0.07s 0.47445600w      1 call
SAD Guess   :       0.87u       0.07s 0.47129200w      1 call
JK: D       :       0.01u       0.01s   0.005701w     50 calls
JK: USO2AO  :       0.01u       0.00s   0.002330w     50 calls
JK: JK      :      19.01u       1.06s      10.72w     50 calls
JK: J       :       1.10u       0.06s   0.588295w     51 calls
JK: J1      :       0.52u       0.03s   0.276825w     85 calls
JK: J2      :       0.57u       0.03s   0.307159w     85 calls
JK: K       :      17.15u       0.34s   9.416130w     51 calls
JK: K1      :       9.76u       0.00s   4.876795w     85 calls
JK: K2      :       7.39u       0.34s   4.538307w     85 calls
JK: AO2USO  :       0.00u       0.00s   0.000055w     50 calls
DIISManager::add_entry:       0.29u       0.05s   0.792749w     49 calls
DIISManager::extrapolate:       0.85u       0.16s   2.692114w     48 calls
DIISManager::extrapolate: bMatrix setup:       0.84u       0.14s   2.670575w     48 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001556w     48 calls
DIISManager::extrapolate: form new data:       0.01u       0.02s   0.019679w     48 calls
HF: Form G  :      93.79u       1.44s      82.67w     16 calls
RKS: Form V :      74.75u       0.37s      71.95w     16 calls
V: D        :       0.01u       0.00s   0.005576w     16 calls
V: USO2AO   :       0.01u       0.00s   0.001111w     16 calls
V: V        :      74.73u       0.37s      71.93w     16 calls
Properties  :      48.84u       0.27s      46.60w   4800 calls
Points      :      37.34u       0.23s      35.75w   4800 calls
Functional  :      15.94u       0.07s      15.31w   4800 calls
V_XC        :       9.87u       0.03s   9.978042w   4800 calls
LSDA        :       7.71u       0.01s   7.648055w   9600 calls
GGA         :       1.93u       0.02s   2.064388w   4800 calls
V: AO2USO   :       0.00u       0.00s   0.000031w     16 calls
HF: Form F  :       0.00u       0.00s   0.002414w     16 calls
HF: DIIS    :       1.27u       0.21s   3.538806w     16 calls
HF: Form C  :       0.29u       0.01s   0.178695w     16 calls
HF: Form D  :       0.01u       0.00s   0.005549w     16 calls

***********************************************************
