
Host: iw-c39-34-l.pace.gatech.edu

Timers On : Mon Apr 23 21:40:45 2018
Timers Off: Mon Apr 23 21:42:06 2018

Wall Time:       81.00 seconds

V: Grid     :       1.13u       0.04s 1.16195100w      1 call
JK: (A|mn)  :       6.76u       0.00s   3.380854w      6 calls
JK: (A|Q)^-1/2:       1.69u       0.06s   1.324694w      6 calls
JK: (Q|mn)  :       1.84u       0.00s   1.836797w      6 calls
HF: Form H  :       0.00u       0.00s 0.00368700w      1 call
HF: Form S/X:       0.02u       0.00s 0.01028500w      1 call
HF: Guess   :       0.90u       0.05s 0.47267700w      1 call
SAD Guess   :       0.89u       0.05s 0.46948400w      1 call
JK: D       :       0.01u       0.00s   0.004297w     46 calls
JK: USO2AO  :       0.01u       0.00s   0.001692w     46 calls
JK: JK      :      17.15u       0.85s   9.512338w     46 calls
JK: J       :       0.84u       0.08s   0.445538w     47 calls
JK: J1      :       0.40u       0.06s   0.211511w     81 calls
JK: J2      :       0.44u       0.02s   0.230781w     81 calls
JK: K       :      15.77u       0.31s   8.558054w     47 calls
JK: K1      :      10.24u       0.00s   5.129358w     81 calls
JK: K2      :       5.53u       0.31s   3.427924w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000051w     46 calls
DIISManager::add_entry:       0.37u       0.03s   0.847122w     45 calls
DIISManager::extrapolate:       0.47u       0.08s   1.762919w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.46u       0.07s   1.751683w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001237w     44 calls
DIISManager::extrapolate: form new data:       0.00u       0.01s   0.009724w     44 calls
HF: Form G  :      77.51u       1.18s      67.79w     12 calls
RKS: Form V :      60.35u       0.33s      58.27w     12 calls
V: D        :       0.00u       0.00s   0.004043w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000801w     12 calls
V: V        :      60.35u       0.32s      58.27w     12 calls
Properties  :      39.32u       0.21s      37.92w   3504 calls
Points      :      28.71u       0.17s      28.25w   3504 calls
Functional  :      11.69u       0.06s      11.47w   3504 calls
V_XC        :       9.30u       0.05s   8.854548w   3504 calls
LSDA        :       6.95u       0.04s   6.639298w   7008 calls
GGA         :       2.06u       0.00s   1.989116w   3504 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     12 calls
HF: Form F  :       0.00u       0.00s   0.001754w     12 calls
HF: DIIS    :       0.94u       0.11s   2.650664w     12 calls
HF: Form C  :       0.24u       0.00s   0.132143w     12 calls
HF: Form D  :       0.00u       0.01s   0.004537w     12 calls

***********************************************************
