
Host: iw-p31-29-l.pace.gatech.edu

Timers On : Mon Apr 23 21:44:10 2018
Timers Off: Mon Apr 23 21:45:34 2018

Wall Time:       84.00 seconds

V: Grid     :       1.14u       0.02s 1.15543000w      1 call
JK: (A|mn)  :       7.16u       0.00s   3.580885w      6 calls
JK: (A|Q)^-1/2:       2.15u       0.05s   1.772808w      6 calls
JK: (Q|mn)  :       3.06u       0.00s   3.059713w      6 calls
HF: Form H  :       0.00u       0.00s 0.26767500w      1 call
HF: Form S/X:       0.03u       0.00s 0.01356800w      1 call
HF: Guess   :       0.84u       0.03s 0.43393000w      1 call
SAD Guess   :       0.84u       0.03s 0.43095300w      1 call
JK: D       :       0.01u       0.00s   0.005782w     47 calls
JK: USO2AO  :       0.02u       0.00s   0.001295w     47 calls
JK: JK      :      18.01u       0.90s      10.93w     47 calls
JK: J       :       0.80u       0.06s   0.424843w     48 calls
JK: J1      :       0.38u       0.04s   0.200532w     83 calls
JK: J2      :       0.41u       0.02s   0.221632w     83 calls
JK: K       :      16.42u       0.37s   9.852046w     48 calls
JK: K1      :       8.92u       0.02s   4.455256w     83 calls
JK: K2      :       7.50u       0.35s   5.395979w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000057w     47 calls
DIISManager::add_entry:       0.36u       0.05s   0.423484w     46 calls
DIISManager::extrapolate:       0.68u       0.13s   3.629765w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.67u       0.12s   3.320779w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001531w     45 calls
DIISManager::extrapolate: form new data:       0.00u       0.01s   0.307146w     45 calls
HF: Form G  :      76.20u       1.28s      67.13w     12 calls
RKS: Form V :      58.16u       0.38s      56.19w     12 calls
V: D        :       0.00u       0.01s   0.005498w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000588w     12 calls
V: V        :      58.16u       0.37s      56.18w     12 calls
Properties  :      36.67u       0.28s      35.21w   3456 calls
Points      :      26.11u       0.21s      24.96w   3456 calls
Functional  :      11.10u       0.03s      11.05w   3456 calls
V_XC        :      10.37u       0.04s   9.892394w   3456 calls
LSDA        :       8.81u       0.03s   8.284571w   6912 calls
GGA         :       1.41u       0.00s   1.466240w   3456 calls
V: AO2USO   :       0.00u       0.00s   0.000021w     12 calls
HF: Form F  :       0.00u       0.00s   0.001688w     12 calls
HF: DIIS    :       1.15u       0.19s   4.110115w     12 calls
HF: Form C  :       0.28u       0.03s   0.173815w     12 calls
HF: Form D  :       0.02u       0.00s   0.005276w     12 calls

***********************************************************
