
Host: rich133-c34-16-r.pace.gatech.edu

Timers On : Mon Apr 23 21:43:14 2018
Timers Off: Mon Apr 23 21:44:11 2018

Wall Time:       57.00 seconds

V: Grid     :       0.84u       0.03s 0.86655600w      1 call
JK: (A|mn)  :       5.68u       0.00s   2.830348w      6 calls
JK: (A|Q)^-1/2:       1.34u       0.05s   1.091629w      6 calls
JK: (Q|mn)  :       1.59u       0.00s   1.587113w      6 calls
HF: Form H  :       0.00u       0.01s 0.00403700w      1 call
HF: Form S/X:       0.01u       0.00s 0.00968100w      1 call
HF: Guess   :       0.42u       0.04s 0.22524800w      1 call
SAD Guess   :       0.41u       0.04s 0.22258200w      1 call
JK: D       :       0.01u       0.00s   0.003543w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001575w     45 calls
JK: JK      :      13.34u       0.73s   7.316012w     45 calls
JK: J       :       0.73u       0.06s   0.397097w     46 calls
JK: J1      :       0.35u       0.03s   0.189352w     80 calls
JK: J2      :       0.37u       0.03s   0.205045w     80 calls
JK: K       :      12.12u       0.25s   6.457157w     46 calls
JK: K1      :       7.44u       0.00s   3.728818w     80 calls
JK: K2      :       4.68u       0.25s   2.727664w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000036w     45 calls
DIISManager::add_entry:       0.18u       0.02s   0.973944w     44 calls
DIISManager::extrapolate:       0.77u       0.10s   1.050342w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.75u       0.10s   1.041412w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001012w     43 calls
DIISManager::extrapolate: form new data:       0.02u       0.00s   0.007683w     43 calls
HF: Form G  :      55.31u       0.97s      47.34w     11 calls
RKS: Form V :      41.94u       0.24s      40.02w     11 calls
V: D        :       0.01u       0.00s   0.003267w     11 calls
V: USO2AO   :       0.01u       0.00s   0.000737w     11 calls
V: V        :      41.92u       0.24s      40.01w     11 calls
Properties  :      27.71u       0.14s      26.03w   3245 calls
Points      :      20.41u       0.06s      19.07w   3245 calls
Functional  :       7.61u       0.01s   7.493290w   3245 calls
V_XC        :       6.58u       0.08s   6.458394w   3245 calls
LSDA        :       4.99u       0.07s   4.901357w   6490 calls
GGA         :       1.44u       0.00s   1.412602w   3245 calls
V: AO2USO   :       0.00u       0.00s   0.000014w     11 calls
HF: Form F  :       0.00u       0.00s   0.001608w     11 calls
HF: DIIS    :       1.03u       0.13s   2.056033w     11 calls
HF: Form C  :       0.16u       0.00s   0.099836w     11 calls
HF: Form D  :       0.02u       0.00s   0.003568w     11 calls

***********************************************************
