
Host: iw-c39-34-l.pace.gatech.edu

Timers On : Mon Apr 23 21:43:41 2018
Timers Off: Mon Apr 23 21:45:02 2018

Wall Time:       81.00 seconds

V: Grid     :       1.14u       0.02s 1.15686500w      1 call
JK: (A|mn)  :       6.59u       0.00s   3.298322w      6 calls
JK: (A|Q)^-1/2:       1.65u       0.05s   1.286789w      6 calls
JK: (Q|mn)  :       1.84u       0.00s   1.838422w      6 calls
HF: Form H  :       0.00u       0.00s 0.00394800w      1 call
HF: Form S/X:       0.01u       0.01s 0.01022600w      1 call
HF: Guess   :       0.91u       0.04s 0.47682900w      1 call
SAD Guess   :       0.90u       0.04s 0.47362400w      1 call
JK: D       :       0.01u       0.00s   0.004238w     46 calls
JK: USO2AO  :       0.00u       0.01s   0.001645w     46 calls
JK: JK      :      16.80u       0.86s   9.411577w     46 calls
JK: J       :       0.84u       0.06s   0.457987w     47 calls
JK: J1      :       0.42u       0.01s   0.218529w     81 calls
JK: J2      :       0.41u       0.05s   0.236086w     81 calls
JK: K       :      15.44u       0.30s   8.450432w     47 calls
JK: K1      :      10.17u       0.01s   5.064427w     81 calls
JK: K2      :       5.27u       0.29s   3.385219w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000047w     46 calls
DIISManager::add_entry:       0.34u       0.05s   0.996477w     45 calls
DIISManager::extrapolate:       0.44u       0.09s   0.874993w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.44u       0.09s   0.863859w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001265w     44 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.009612w     44 calls
HF: Form G  :      78.95u       1.20s      69.75w     12 calls
RKS: Form V :      62.15u       0.33s      60.33w     12 calls
V: D        :       0.01u       0.00s   0.004073w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000806w     12 calls
V: V        :      62.14u       0.33s      60.33w     12 calls
Properties  :      41.01u       0.24s      39.53w   3444 calls
Points      :      30.66u       0.19s      29.32w   3444 calls
Functional  :      11.65u       0.05s      11.51w   3444 calls
V_XC        :       9.46u       0.04s   9.265384w   3444 calls
LSDA        :       7.12u       0.04s   7.006463w   6888 calls
GGA         :       2.12u       0.00s   2.021866w   3444 calls
V: AO2USO   :       0.00u       0.00s   0.000019w     12 calls
HF: Form F  :       0.00u       0.00s   0.001703w     12 calls
HF: DIIS    :       0.86u       0.14s   1.910606w     12 calls
HF: Form C  :       0.20u       0.01s   0.132100w     12 calls
HF: Form D  :       0.03u       0.01s   0.004566w     12 calls

***********************************************************
