
Host: iw-c39-33-l.pace.gatech.edu

Timers On : Mon Apr 23 21:46:36 2018
Timers Off: Mon Apr 23 21:48:10 2018

Wall Time:       94.00 seconds

V: Grid     :       1.15u       0.03s 1.17708700w      1 call
JK: (A|mn)  :       6.89u       0.00s   3.443845w      6 calls
JK: (A|Q)^-1/2:       1.70u       0.09s   1.341453w      6 calls
JK: (Q|mn)  :       1.77u       0.00s   1.761809w      6 calls
HF: Form H  :       0.00u       0.00s 0.00678800w      1 call
HF: Form S/X:       0.02u       0.00s 0.01052000w      1 call
HF: Guess   :       0.89u       0.07s 0.48059400w      1 call
SAD Guess   :       0.89u       0.07s 0.47732400w      1 call
JK: D       :       0.00u       0.00s   0.003939w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001526w     45 calls
JK: JK      :      14.17u       0.85s   7.949694w     45 calls
JK: J       :       0.75u       0.05s   0.400123w     46 calls
JK: J1      :       0.35u       0.01s   0.192874w     80 calls
JK: J2      :       0.38u       0.04s   0.204239w     80 calls
JK: K       :      12.95u       0.35s   7.086530w     46 calls
JK: K1      :       7.96u       0.00s   3.983172w     80 calls
JK: K2      :       4.99u       0.35s   3.102629w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000057w     45 calls
DIISManager::add_entry:       0.69u       0.12s      13.78w     44 calls
DIISManager::extrapolate:       0.50u       0.09s   6.497113w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.49u       0.09s   6.487212w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001207w     43 calls
DIISManager::extrapolate: form new data:       0.01u       0.00s   0.008429w     43 calls
HF: Form G  :      67.78u       1.20s      59.72w     11 calls
RKS: Form V :      53.62u       0.35s      51.76w     11 calls
V: D        :       0.00u       0.00s   0.003703w     11 calls
V: USO2AO   :       0.01u       0.00s   0.000736w     11 calls
V: V        :      53.59u       0.35s      51.76w     11 calls
Properties  :      34.82u       0.27s      33.21w   3245 calls
Points      :      26.04u       0.21s      24.60w   3245 calls
Functional  :      11.02u       0.02s      10.72w   3245 calls
V_XC        :       7.71u       0.05s   7.798968w   3245 calls
LSDA        :       5.65u       0.03s   5.775846w   6490 calls
GGA         :       1.77u       0.01s   1.814681w   3245 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     11 calls
HF: Form F  :       0.00u       0.00s   0.001550w     11 calls
HF: DIIS    :       1.25u       0.22s      20.31w     11 calls
HF: Form C  :       0.15u       0.01s   0.120662w     11 calls
HF: Form D  :       0.01u       0.00s   0.004190w     11 calls

***********************************************************
