
Host: iw-c39-34-r.pace.gatech.edu

Timers On : Mon Apr 23 21:28:25 2018
Timers Off: Mon Apr 23 21:29:43 2018

Wall Time:       78.00 seconds

V: Grid     :       1.13u       0.03s 1.15806900w      1 call
JK: (A|mn)  :       6.57u       0.01s   3.279786w      6 calls
JK: (A|Q)^-1/2:       1.68u       0.06s   1.290884w      6 calls
JK: (Q|mn)  :       1.74u       0.00s   1.740028w      6 calls
HF: Form H  :       0.00u       0.00s 0.55764400w      1 call
HF: Form S/X:       0.02u       0.00s 0.01040700w      1 call
HF: Guess   :       0.87u       0.08s 0.47253000w      1 call
SAD Guess   :       0.86u       0.08s 0.46940500w      1 call
JK: D       :       0.02u       0.00s   0.004295w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001735w     46 calls
JK: JK      :      16.75u       0.79s   9.268077w     46 calls
JK: J       :       0.82u       0.03s   0.434082w     47 calls
JK: J1      :       0.38u       0.02s   0.206273w     81 calls
JK: J2      :       0.44u       0.01s   0.224513w     81 calls
JK: K       :      15.36u       0.27s   8.316980w     47 calls
JK: K1      :       9.82u       0.01s   4.917016w     81 calls
JK: K2      :       5.54u       0.26s   3.399193w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     46 calls
DIISManager::add_entry:       0.19u       0.02s   0.326380w     45 calls
DIISManager::extrapolate:       0.22u       0.05s   0.584246w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.21u       0.05s   0.572047w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001262w     44 calls
DIISManager::extrapolate: form new data:       0.01u       0.00s   0.010672w     44 calls
HF: Form G  :      75.93u       1.08s      66.33w     12 calls
RKS: Form V :      59.14u       0.29s      57.05w     12 calls
V: D        :       0.02u       0.00s   0.004140w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000828w     12 calls
V: V        :      59.11u       0.29s      57.04w     12 calls
Properties  :      38.42u       0.17s      36.95w   3468 calls
Points      :      28.52u       0.16s      27.51w   3468 calls
Functional  :      12.09u       0.05s      11.48w   3468 calls
V_XC        :       8.55u       0.07s   8.586073w   3468 calls
LSDA        :       6.48u       0.06s   6.377396w   6936 calls
GGA         :       1.86u       0.01s   1.984713w   3468 calls
V: AO2USO   :       0.00u       0.00s   0.000022w     12 calls
HF: Form F  :       0.00u       0.00s   0.001739w     12 calls
HF: DIIS    :       0.47u       0.07s   0.952788w     12 calls
HF: Form C  :       0.24u       0.01s   0.134956w     12 calls
HF: Form D  :       0.01u       0.00s   0.004788w     12 calls

***********************************************************
