
Host: rich133-c32-21-r.pace.gatech.edu

Timers On : Mon Apr 23 21:47:32 2018
Timers Off: Mon Apr 23 21:49:06 2018

Wall Time:       94.00 seconds

V: Grid     :       0.75u       0.03s 0.78466100w      1 call
JK: (A|mn)  :       5.46u       0.00s   2.732163w      6 calls
JK: (A|Q)^-1/2:       1.25u       0.06s   0.986548w      6 calls
JK: (Q|mn)  :       1.59u       0.00s   1.590895w      6 calls
HF: Form H  :       0.00u       0.00s 2.57547500w      1 call
HF: Form S/X:       0.02u       0.00s 0.00928800w      1 call
HF: Guess   :       0.40u       0.02s 0.21265000w      1 call
SAD Guess   :       0.40u       0.02s 0.21002200w      1 call
JK: D       :       0.02u       0.00s   0.003740w     46 calls
JK: USO2AO  :       0.02u       0.00s   0.001652w     46 calls
JK: JK      :      12.42u       0.77s   6.856646w     46 calls
JK: J       :       0.83u       0.03s   0.450480w     47 calls
JK: J1      :       0.39u       0.01s   0.215856w     81 calls
JK: J2      :       0.44u       0.02s   0.231798w     81 calls
JK: K       :      11.08u       0.29s   5.924607w     47 calls
JK: K1      :       6.12u       0.00s   3.060224w     81 calls
JK: K2      :       4.96u       0.29s   2.863688w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000041w     46 calls
DIISManager::add_entry:       0.53u       0.07s   5.581092w     45 calls
DIISManager::extrapolate:       0.70u       0.12s      23.17w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.69u       0.10s      23.16w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001067w     44 calls
DIISManager::extrapolate: form new data:       0.01u       0.02s   0.008317w     44 calls
HF: Form G  :      57.14u       1.01s      49.45w     12 calls
RKS: Form V :      44.67u       0.24s      42.59w     12 calls
V: D        :       0.01u       0.00s   0.003650w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000775w     12 calls
V: V        :      44.66u       0.24s      42.58w     12 calls
Properties  :      29.99u       0.13s      28.22w   3408 calls
Points      :      22.29u       0.10s      21.08w   3408 calls
Functional  :       8.08u       0.06s   7.903884w   3408 calls
V_XC        :       6.57u       0.03s   6.432714w   3408 calls
LSDA        :       5.18u       0.03s   5.101722w   6816 calls
GGA         :       1.29u       0.00s   1.196642w   3408 calls
V: AO2USO   :       0.00u       0.00s   0.000018w     12 calls
HF: Form F  :       0.01u       0.00s   0.001727w     12 calls
HF: DIIS    :       1.29u       0.19s      28.78w     12 calls
HF: Form C  :       0.15u       0.01s   0.103321w     12 calls
HF: Form D  :       0.00u       0.00s   0.003518w     12 calls

***********************************************************
