
Host: iw-p33-31-l.pace.gatech.edu

Timers On : Mon Apr 23 22:12:42 2018
Timers Off: Mon Apr 23 22:13:54 2018

Wall Time:       72.00 seconds

V: Grid     :       1.13u       0.02s 1.15685000w      1 call
JK: (A|mn)  :       6.76u       0.00s   3.379973w      6 calls
JK: (A|Q)^-1/2:       1.73u       0.05s   1.344881w      6 calls
JK: (Q|mn)  :       1.77u       0.00s   1.769834w      6 calls
HF: Form H  :       0.00u       0.00s 0.00269600w      1 call
HF: Form S/X:       0.02u       0.00s 0.01152100w      1 call
HF: Guess   :       0.89u       0.06s 0.47477800w      1 call
SAD Guess   :       0.88u       0.06s 0.47164700w      1 call
JK: D       :       0.00u       0.00s   0.004044w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001641w     45 calls
JK: JK      :      13.85u       0.75s   7.774393w     45 calls
JK: J       :       0.78u       0.03s   0.409381w     46 calls
JK: J1      :       0.38u       0.02s   0.193997w     80 calls
JK: J2      :       0.40u       0.01s   0.212250w     80 calls
JK: K       :      12.54u       0.24s   6.864712w     46 calls
JK: K1      :       7.46u       0.00s   3.728021w     80 calls
JK: K2      :       5.08u       0.24s   3.135905w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000055w     45 calls
DIISManager::add_entry:       0.21u       0.02s   0.205188w     44 calls
DIISManager::extrapolate:       0.60u       0.09s   2.440887w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.58u       0.08s   2.430137w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001199w     43 calls
DIISManager::extrapolate: form new data:       0.02u       0.01s   0.009285w     43 calls
HF: Form G  :      66.82u       1.02s      58.89w     11 calls
RKS: Form V :      52.98u       0.27s      51.11w     11 calls
V: D        :       0.01u       0.00s   0.003859w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000750w     11 calls
V: V        :      52.97u       0.27s      51.10w     11 calls
Properties  :      34.68u       0.21s      33.13w   3245 calls
Points      :      26.09u       0.13s      24.95w   3245 calls
Functional  :      10.86u       0.01s      10.57w   3245 calls
V_XC        :       7.39u       0.04s   7.377827w   3245 calls
LSDA        :       5.70u       0.01s   5.489002w   6490 calls
GGA         :       1.50u       0.03s   1.688042w   3245 calls
V: AO2USO   :       0.00u       0.00s   0.000022w     11 calls
HF: Form F  :       0.01u       0.00s   0.001664w     11 calls
HF: DIIS    :       0.86u       0.12s   2.682416w     11 calls
HF: Form C  :       0.20u       0.01s   0.121543w     11 calls
HF: Form D  :       0.00u       0.00s   0.004116w     11 calls

***********************************************************
