
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:28:54 2018
Timers Off: Mon Apr 23 21:31:38 2018

Wall Time:      164.00 seconds

V: Grid     :       2.31u       0.05s 2.36102600w      1 call
JK: (A|mn)  :      17.45u       0.00s   8.717972w      6 calls
JK: (A|Q)^-1/2:       5.20u       0.06s   4.825850w      6 calls
JK: (Q|mn)  :       4.09u       0.00s   4.083150w      6 calls
HF: Form H  :       0.00u       0.00s 0.00379400w      1 call
HF: Form S/X:       0.06u       0.00s 0.03025700w      1 call
HF: Guess   :       0.80u       0.05s 0.42874400w      1 call
SAD Guess   :       0.79u       0.05s 0.42538700w      1 call
JK: D       :       0.01u       0.00s   0.011849w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.002112w     45 calls
JK: JK      :      33.05u       1.07s      21.69w     45 calls
JK: J       :       1.29u       0.10s   0.796719w     46 calls
JK: J1      :       0.67u       0.05s   0.407092w     80 calls
JK: J2      :       0.61u       0.05s   0.383713w     80 calls
JK: K       :      30.16u       0.35s      19.58w     46 calls
JK: K1      :      17.31u       0.00s   8.683550w     80 calls
JK: K2      :      12.85u       0.35s      10.89w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000077w     45 calls
DIISManager::add_entry:       0.06u       0.01s   0.080882w     44 calls
DIISManager::extrapolate:       0.48u       0.11s   2.320350w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.45u       0.11s   2.300539w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001729w     43 calls
DIISManager::extrapolate: form new data:       0.03u       0.00s   0.017610w     43 calls
HF: Form G  :     148.15u       1.41s     134.99w     11 calls
RKS: Form V :     115.09u       0.34s     113.29w     11 calls
V: D        :       0.01u       0.00s   0.010217w     11 calls
V: USO2AO   :       0.00u       0.00s   0.001286w     11 calls
V: V        :     115.06u       0.34s     113.27w     11 calls
Properties  :      69.28u       0.21s      68.00w   3179 calls
Points      :      44.55u       0.14s      43.68w   3179 calls
Functional  :      18.70u       0.01s      18.49w   3179 calls
V_XC        :      27.03u       0.12s      26.73w   3179 calls
LSDA        :      22.45u       0.07s      22.09w   6358 calls
GGA         :       4.15u       0.03s   4.270119w   3179 calls
V: AO2USO   :       0.00u       0.00s   0.000032w     11 calls
HF: Form F  :       0.01u       0.00s   0.003122w     11 calls
HF: DIIS    :       0.80u       0.13s   2.540829w     11 calls
HF: Form C  :       0.78u       0.06s   0.450863w     11 calls
HF: Form D  :       0.02u       0.00s   0.010407w     11 calls

***********************************************************
