
Host: iw-c39-34-r.pace.gatech.edu

Timers On : Mon Apr 23 21:41:15 2018
Timers Off: Mon Apr 23 21:42:29 2018

Wall Time:       74.00 seconds

V: Grid     :       1.14u       0.02s 1.15888800w      1 call
JK: (A|mn)  :       6.80u       0.00s   3.405175w      6 calls
JK: (A|Q)^-1/2:       1.67u       0.06s   1.290671w      6 calls
JK: (Q|mn)  :       1.84u       0.00s   1.840058w      6 calls
HF: Form H  :       0.01u       0.00s 0.00239500w      1 call
HF: Form S/X:       0.01u       0.00s 0.01019300w      1 call
HF: Guess   :       0.90u       0.06s 0.47221100w      1 call
SAD Guess   :       0.89u       0.06s 0.46904400w      1 call
JK: D       :       0.01u       0.00s   0.004036w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001591w     45 calls
JK: JK      :      15.34u       0.80s   8.511347w     45 calls
JK: J       :       0.77u       0.08s   0.420950w     46 calls
JK: J1      :       0.36u       0.04s   0.201184w     80 calls
JK: J2      :       0.41u       0.04s   0.216491w     80 calls
JK: K       :      14.03u       0.25s   7.601206w     46 calls
JK: K1      :       8.96u       0.01s   4.480848w     80 calls
JK: K2      :       5.07u       0.24s   3.119586w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000053w     45 calls
DIISManager::add_entry:       0.06u       0.01s   0.070462w     44 calls
DIISManager::extrapolate:       0.46u       0.11s   0.795760w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.35u       0.08s   0.681934w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.01s   0.001266w     43 calls
DIISManager::extrapolate: form new data:       0.10u       0.02s   0.112262w     43 calls
HF: Form G  :      71.20u       1.13s      62.54w     11 calls
RKS: Form V :      55.85u       0.33s      54.02w     11 calls
V: D        :       0.01u       0.00s   0.003714w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000750w     11 calls
V: V        :      55.84u       0.33s      54.01w     11 calls
Properties  :      36.16u       0.22s      35.37w   3289 calls
Points      :      27.10u       0.18s      26.41w   3289 calls
Functional  :      11.26u       0.05s      10.53w   3289 calls
V_XC        :       8.39u       0.04s   8.080927w   3289 calls
LSDA        :       6.30u       0.03s   6.073480w   6578 calls
GGA         :       1.89u       0.01s   1.787880w   3289 calls
V: AO2USO   :       0.00u       0.00s   0.000020w     11 calls
HF: Form F  :       0.00u       0.00s   0.001609w     11 calls
HF: DIIS    :       0.60u       0.12s   0.902261w     11 calls
HF: Form C  :       0.20u       0.02s   0.122033w     11 calls
HF: Form D  :       0.00u       0.00s   0.004265w     11 calls

***********************************************************
