
Host: iw-p33-31-l.pace.gatech.edu

Timers On : Mon Apr 23 21:51:27 2018
Timers Off: Mon Apr 23 21:52:51 2018

Wall Time:       84.00 seconds

V: Grid     :       1.15u       0.02s 1.17774000w      1 call
JK: (A|mn)  :       6.89u       0.00s   3.443145w      6 calls
JK: (A|Q)^-1/2:       1.73u       0.08s   1.362908w      6 calls
JK: (Q|mn)  :       1.91u       0.00s   1.904270w      6 calls
HF: Form H  :       0.00u       0.00s 0.00438700w      1 call
HF: Form S/X:       0.02u       0.00s 0.01055800w      1 call
HF: Guess   :       0.88u       0.07s 0.47775300w      1 call
SAD Guess   :       0.87u       0.07s 0.47451900w      1 call
JK: D       :       0.00u       0.00s   0.004369w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001763w     46 calls
JK: JK      :      16.30u       0.95s   9.118766w     46 calls
JK: J       :       0.87u       0.10s   0.473978w     47 calls
JK: J1      :       0.42u       0.06s   0.222872w     81 calls
JK: J2      :       0.45u       0.04s   0.247597w     81 calls
JK: K       :      14.86u       0.33s   8.099698w     47 calls
JK: K1      :       9.36u       0.00s   4.675840w     81 calls
JK: K2      :       5.50u       0.33s   3.423029w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000051w     46 calls
DIISManager::add_entry:       0.19u       0.04s   0.542268w     45 calls
DIISManager::extrapolate:       0.84u       0.17s   4.107426w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.81u       0.16s   4.029174w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001291w     44 calls
DIISManager::extrapolate: form new data:       0.03u       0.01s   0.076692w     44 calls
HF: Form G  :      78.81u       1.29s      69.61w     12 calls
RKS: Form V :      62.49u       0.34s      60.48w     12 calls
V: D        :       0.00u       0.00s   0.004204w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000844w     12 calls
V: V        :      62.48u       0.34s      60.48w     12 calls
Properties  :      41.11u       0.25s      39.75w   3564 calls
Points      :      30.49u       0.19s      29.60w   3564 calls
Functional  :      12.07u       0.02s      11.56w   3564 calls
V_XC        :       9.28u       0.05s   9.133377w   3564 calls
LSDA        :       7.17u       0.03s   6.905102w   7128 calls
GGA         :       1.89u       0.01s   1.979752w   3564 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     12 calls
HF: Form F  :       0.00u       0.00s   0.001836w     12 calls
HF: DIIS    :       1.11u       0.21s   4.689837w     12 calls
HF: Form C  :       0.18u       0.00s   0.131658w     12 calls
HF: Form D  :       0.01u       0.00s   0.004612w     12 calls

***********************************************************
