
Host: iw-c39-34-r.pace.gatech.edu

Timers On : Mon Apr 23 21:28:25 2018
Timers Off: Mon Apr 23 21:29:37 2018

Wall Time:       72.00 seconds

V: Grid     :       1.13u       0.04s 1.15965200w      1 call
JK: (A|mn)  :       6.71u       0.00s   3.356368w      6 calls
JK: (A|Q)^-1/2:       1.72u       0.06s   1.328349w      6 calls
JK: (Q|mn)  :       1.74u       0.00s   1.742294w      6 calls
HF: Form H  :       0.00u       0.00s 0.00258000w      1 call
HF: Form S/X:       0.02u       0.00s 0.01127200w      1 call
HF: Guess   :       0.91u       0.05s 0.47769700w      1 call
SAD Guess   :       0.89u       0.05s 0.47378900w      1 call
JK: D       :       0.01u       0.00s   0.004019w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001597w     45 calls
JK: JK      :      14.98u       0.76s   8.344219w     45 calls
JK: J       :       0.76u       0.01s   0.391145w     46 calls
JK: J1      :       0.33u       0.00s   0.184539w     80 calls
JK: J2      :       0.43u       0.01s   0.203537w     80 calls
JK: K       :      13.70u       0.31s   7.478737w     46 calls
JK: K1      :       8.64u       0.02s   4.329548w     80 calls
JK: K2      :       5.06u       0.29s   3.148466w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000045w     45 calls
DIISManager::add_entry:       0.18u       0.02s   0.435420w     44 calls
DIISManager::extrapolate:       0.86u       0.14s   2.189854w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.85u       0.14s   2.179479w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001161w     43 calls
DIISManager::extrapolate: form new data:       0.01u       0.00s   0.008952w     43 calls
HF: Form G  :      68.39u       1.14s      59.96w     11 calls
RKS: Form V :      53.40u       0.38s      51.61w     11 calls
V: D        :       0.02u       0.00s   0.003716w     11 calls
V: USO2AO   :       0.01u       0.00s   0.000746w     11 calls
V: V        :      53.37u       0.38s      51.60w     11 calls
Properties  :      34.26u       0.25s      33.26w   3190 calls
Points      :      25.82u       0.18s      24.80w   3190 calls
Functional  :      11.15u       0.06s      10.55w   3190 calls
V_XC        :       7.95u       0.07s   7.755607w   3190 calls
LSDA        :       6.04u       0.06s   5.747776w   6380 calls
GGA         :       1.66u       0.01s   1.807788w   3190 calls
V: AO2USO   :       0.00u       0.00s   0.000024w     11 calls
HF: Form F  :       0.01u       0.00s   0.001785w     11 calls
HF: DIIS    :       1.10u       0.16s   2.662427w     11 calls
HF: Form C  :       0.17u       0.02s   0.123150w     11 calls
HF: Form D  :       0.02u       0.00s   0.004167w     11 calls

***********************************************************
