
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:53:33 2018
Timers Off: Mon Apr 23 21:56:04 2018

Wall Time:      151.00 seconds

V: Grid     :       2.07u       0.03s 2.10642800w      1 call
JK: (A|mn)  :      16.94u       0.00s   8.475307w      6 calls
JK: (A|Q)^-1/2:       4.91u       0.07s   4.542361w      6 calls
JK: (Q|mn)  :       3.91u       0.00s   3.914209w      6 calls
HF: Form H  :       0.00u       0.01s 0.00492300w      1 call
HF: Form S/X:       0.08u       0.00s 0.03899500w      1 call
HF: Guess   :       0.78u       0.06s 0.42083000w      1 call
SAD Guess   :       0.78u       0.06s 0.41764400w      1 call
JK: D       :       0.01u       0.00s   0.011931w     47 calls
JK: USO2AO  :       0.02u       0.00s   0.002324w     47 calls
JK: JK      :      36.96u       1.05s      22.09w     47 calls
JK: J       :       1.33u       0.12s   0.720339w     48 calls
JK: J1      :       0.72u       0.07s   0.391945w     83 calls
JK: J2      :       0.58u       0.04s   0.322901w     83 calls
JK: K       :      34.19u       0.39s      20.37w     48 calls
JK: K1      :      23.39u       0.01s      11.71w     83 calls
JK: K2      :      10.80u       0.38s   8.659704w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000074w     47 calls
DIISManager::add_entry:       0.07u       0.00s   0.088109w     46 calls
DIISManager::extrapolate:       0.69u       0.10s   2.720736w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.68u       0.10s   2.700775w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001884w     45 calls
DIISManager::extrapolate: form new data:       0.01u       0.00s   0.017609w     45 calls
HF: Form G  :     141.52u       1.52s     124.81w     12 calls
RKS: Form V :     104.54u       0.47s     102.72w     12 calls
V: D        :       0.03u       0.00s   0.011372w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000997w     12 calls
V: V        :     104.50u       0.47s     102.70w     12 calls
Properties  :      63.39u       0.28s      62.15w   3528 calls
Points      :      42.73u       0.14s      41.68w   3528 calls
Functional  :      18.64u       0.08s      18.49w   3528 calls
V_XC        :      22.45u       0.10s      22.03w   3528 calls
LSDA        :      18.27u       0.07s      17.92w   7056 calls
GGA         :       3.79u       0.01s   3.769892w   3528 calls
V: AO2USO   :       0.00u       0.00s   0.000027w     12 calls
HF: Form F  :       0.00u       0.00s   0.002272w     12 calls
HF: DIIS    :       0.99u       0.15s   2.934574w     12 calls
HF: Form C  :       0.74u       0.06s   0.448981w     12 calls
HF: Form D  :       0.03u       0.01s   0.009735w     12 calls

***********************************************************
