
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:45:46 2018
Timers Off: Mon Apr 23 21:48:58 2018

Wall Time:      192.00 seconds

V: Grid     :       2.08u       0.04s 2.10560700w      1 call
JK: (A|mn)  :      17.72u       0.00s   8.856120w      6 calls
JK: (A|Q)^-1/2:       5.48u       0.06s   5.112715w      6 calls
JK: (Q|mn)  :       4.06u       0.00s   4.062447w      6 calls
HF: Form H  :       0.00u       0.00s 0.00377900w      1 call
HF: Form S/X:       0.08u       0.00s 0.04064500w      1 call
HF: Guess   :       0.87u       0.06s 0.46058100w      1 call
SAD Guess   :       0.86u       0.06s 0.45708800w      1 call
JK: D       :       0.03u       0.01s   0.014803w     50 calls
JK: USO2AO  :       0.01u       0.00s   0.002758w     50 calls
JK: JK      :      45.17u       1.33s      27.13w     50 calls
JK: J       :       1.78u       0.15s   0.969621w     51 calls
JK: J1      :       0.83u       0.05s   0.441927w     86 calls
JK: J2      :       0.94u       0.10s   0.521282w     86 calls
JK: K       :      41.42u       0.48s      24.81w     51 calls
JK: K1      :      28.11u       0.00s      14.06w     86 calls
JK: K2      :      13.31u       0.48s      10.75w     86 calls
JK: AO2USO  :       0.00u       0.00s   0.000088w     50 calls
DIISManager::add_entry:       0.50u       0.08s   4.171323w     49 calls
DIISManager::extrapolate:       0.62u       0.15s      13.69w     48 calls
DIISManager::extrapolate: bMatrix setup:       0.59u       0.12s      13.66w     48 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.01s   0.002384w     48 calls
DIISManager::extrapolate: form new data:       0.03u       0.02s   0.029047w     48 calls
HF: Form G  :     168.66u       1.87s     148.34w     15 calls
RKS: Form V :     123.47u       0.53s     121.20w     15 calls
V: D        :       0.01u       0.00s   0.014451w     15 calls
V: USO2AO   :       0.01u       0.00s   0.001487w     15 calls
V: V        :     123.44u       0.53s     121.17w     15 calls
Properties  :      74.27u       0.35s      72.02w   4455 calls
Points      :      49.61u       0.23s      48.16w   4455 calls
Functional  :      22.84u       0.05s      22.99w   4455 calls
V_XC        :      26.26u       0.13s      26.12w   4455 calls
LSDA        :      21.02u       0.08s      21.09w   8910 calls
GGA         :       4.85u       0.02s   4.617455w   4455 calls
V: AO2USO   :       0.00u       0.00s   0.000030w     15 calls
HF: Form F  :       0.00u       0.00s   0.003242w     15 calls
HF: DIIS    :       1.42u       0.25s      18.02w     15 calls
HF: Form C  :       0.92u       0.05s   0.561898w     15 calls
HF: Form D  :       0.00u       0.00s   0.012372w     15 calls

***********************************************************
