
Host: rich133-c34-32-l.pace.gatech.edu

Timers On : Mon Apr 23 21:56:10 2018
Timers Off: Mon Apr 23 21:58:06 2018

Wall Time:      116.00 seconds

V: Grid     :       0.83u       0.02s 0.84718800w      1 call
JK: (A|mn)  :       5.58u       0.00s   2.783590w      6 calls
JK: (A|Q)^-1/2:       1.54u       0.04s   1.244383w      6 calls
JK: (Q|mn)  :       1.80u       0.00s   1.797960w      6 calls
HF: Form H  :       0.00u       0.01s 0.00533900w      1 call
HF: Form S/X:       0.02u       0.00s 0.01018100w      1 call
HF: Guess   :       0.44u       0.01s 0.22462500w      1 call
SAD Guess   :       0.43u       0.01s 0.22160100w      1 call
JK: D       :       0.03u       0.00s   0.006200w     50 calls
JK: USO2AO  :       0.01u       0.00s   0.003488w     50 calls
JK: JK      :      26.69u       1.97s      15.14w     50 calls
JK: J       :       1.57u       0.08s   0.817881w     51 calls
JK: J1      :       0.75u       0.04s   0.388095w     85 calls
JK: J2      :       0.82u       0.04s   0.424778w     85 calls
JK: K       :      23.52u       0.36s      12.73w     51 calls
JK: K1      :      15.96u       0.01s   7.984455w     85 calls
JK: K2      :       7.56u       0.35s   4.739456w     85 calls
JK: AO2USO  :       0.00u       0.00s   0.000067w     50 calls
DIISManager::add_entry:       0.38u       0.05s   2.763824w     49 calls
DIISManager::extrapolate:       1.09u       0.15s   6.557144w     48 calls
DIISManager::extrapolate: bMatrix setup:       1.09u       0.14s   6.535981w     48 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001672w     48 calls
DIISManager::extrapolate: form new data:       0.00u       0.01s   0.019152w     48 calls
HF: Form G  :     110.89u       2.40s      96.58w     16 calls
RKS: Form V :      84.16u       0.43s      81.43w     16 calls
V: D        :       0.01u       0.00s   0.005472w     16 calls
V: USO2AO   :       0.00u       0.00s   0.001442w     16 calls
V: V        :      84.14u       0.43s      81.42w     16 calls
Properties  :      56.78u       0.23s      54.36w   4768 calls
Points      :      38.26u       0.14s      36.58w   4768 calls
Functional  :      11.85u       0.05s      11.67w   4768 calls
V_XC        :      15.42u       0.12s      15.33w   4768 calls
LSDA        :      10.87u       0.05s      10.68w   9536 calls
GGA         :       4.12u       0.04s   4.246769w   4768 calls
V: AO2USO   :       0.00u       0.00s   0.000037w     16 calls
HF: Form F  :       0.02u       0.00s   0.003079w     16 calls
HF: DIIS    :       1.57u       0.21s   9.375823w     16 calls
HF: Form C  :       0.24u       0.01s   0.161676w     16 calls
HF: Form D  :       0.01u       0.00s   0.006140w     16 calls

***********************************************************
