
Host: rich133-c34-21-r.pace.gatech.edu

Timers On : Mon Apr 23 22:04:35 2018
Timers Off: Mon Apr 23 22:05:40 2018

Wall Time:       65.00 seconds

V: Grid     :       0.80u       0.04s 0.82278400w      1 call
JK: (A|mn)  :       5.85u       0.00s   2.917899w      6 calls
JK: (A|Q)^-1/2:       1.35u       0.06s   1.081654w      6 calls
JK: (Q|mn)  :       1.45u       0.00s   1.443881w      6 calls
HF: Form H  :       0.00u       0.00s 0.00188500w      1 call
HF: Form S/X:       0.01u       0.00s 0.00968500w      1 call
HF: Guess   :       0.42u       0.03s 0.22706600w      1 call
SAD Guess   :       0.41u       0.03s 0.22441700w      1 call
JK: D       :       0.00u       0.01s   0.004262w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.001855w     47 calls
JK: JK      :      15.37u       0.80s   8.430778w     47 calls
JK: J       :       0.84u       0.05s   0.452619w     48 calls
JK: J1      :       0.38u       0.04s   0.215188w     82 calls
JK: J2      :       0.45u       0.01s   0.234507w     82 calls
JK: K       :      13.96u       0.25s   7.428747w     48 calls
JK: K1      :       8.31u       0.00s   4.173507w     82 calls
JK: K2      :       5.65u       0.25s   3.254472w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000045w     47 calls
DIISManager::add_entry:       0.34u       0.02s   0.655006w     46 calls
DIISManager::extrapolate:       0.53u       0.08s   1.049289w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.53u       0.08s   1.037182w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001208w     45 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.010640w     45 calls
HF: Form G  :      63.79u       1.18s      54.64w     13 calls
RKS: Form V :      48.42u       0.37s      46.20w     13 calls
V: D        :       0.01u       0.00s   0.004033w     13 calls
V: USO2AO   :       0.00u       0.00s   0.000883w     13 calls
V: V        :      48.41u       0.37s      46.19w     13 calls
Properties  :      31.28u       0.26s      29.82w   3887 calls
Points      :      23.06u       0.25s      21.64w   3887 calls
Functional  :       9.43u       0.05s   9.009557w   3887 calls
V_XC        :       7.65u       0.04s   7.335620w   3887 calls
LSDA        :       5.53u       0.02s   5.452316w   7774 calls
GGA         :       1.87u       0.00s   1.707481w   3887 calls
V: AO2USO   :       0.00u       0.00s   0.000021w     13 calls
HF: Form F  :       0.00u       0.00s   0.001938w     13 calls
HF: DIIS    :       0.92u       0.11s   1.743207w     13 calls
HF: Form C  :       0.20u       0.00s   0.124042w     13 calls
HF: Form D  :       0.00u       0.00s   0.004373w     13 calls

***********************************************************
