
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 22:00:30 2018
Timers Off: Mon Apr 23 22:02:57 2018

Wall Time:      147.00 seconds

V: Grid     :       2.03u       0.03s 2.05975800w      1 call
JK: (A|mn)  :      18.11u       0.00s   9.058656w      6 calls
JK: (A|Q)^-1/2:       5.64u       0.07s   5.253546w      6 calls
JK: (Q|mn)  :       4.20u       0.00s   4.201160w      6 calls
HF: Form H  :       0.01u       0.00s 0.00460900w      1 call
HF: Form S/X:       0.06u       0.00s 0.04357700w      1 call
HF: Guess   :       0.81u       0.05s 0.47311700w      1 call
SAD Guess   :       0.81u       0.05s 0.46968600w      1 call
JK: D       :       0.00u       0.01s   0.012088w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.002144w     47 calls
JK: JK      :      36.39u       1.06s      21.93w     47 calls
JK: J       :       1.27u       0.15s   0.691434w     48 calls
JK: J1      :       0.68u       0.09s   0.372754w     83 calls
JK: J2      :       0.56u       0.05s   0.313512w     83 calls
JK: K       :      33.69u       0.36s      20.23w     48 calls
JK: K1      :      22.63u       0.00s      11.33w     83 calls
JK: K2      :      11.06u       0.36s   8.896968w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000084w     47 calls
DIISManager::add_entry:       0.18u       0.04s   0.971783w     46 calls
DIISManager::extrapolate:       0.69u       0.15s   1.514400w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.68u       0.13s   1.489863w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001853w     45 calls
DIISManager::extrapolate: form new data:       0.00u       0.02s   0.022226w     45 calls
HF: Form G  :     136.47u       1.51s     120.16w     12 calls
RKS: Form V :     100.11u       0.44s      98.23w     12 calls
V: D        :       0.02u       0.00s   0.011736w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001059w     12 calls
V: V        :     100.09u       0.44s      98.21w     12 calls
Properties  :      60.10u       0.29s      58.63w   3504 calls
Points      :      40.39u       0.18s      39.48w   3504 calls
Functional  :      18.64u       0.04s      18.58w   3504 calls
V_XC        :      21.28u       0.11s      20.96w   3504 calls
LSDA        :      17.54u       0.07s      17.09w   7008 calls
GGA         :       3.41u       0.02s   3.566056w   3504 calls
V: AO2USO   :       0.00u       0.00s   0.000027w     12 calls
HF: Form F  :       0.02u       0.00s   0.002534w     12 calls
HF: DIIS    :       1.12u       0.20s   2.616388w     12 calls
HF: Form C  :       0.68u       0.05s   0.447252w     12 calls
HF: Form D  :       0.02u       0.00s   0.009685w     12 calls

***********************************************************
