
Host: iw-k30-13.pace.gatech.edu

Timers On : Mon Apr 23 21:50:28 2018
Timers Off: Mon Apr 23 21:54:43 2018

Wall Time:      255.00 seconds

V: Grid     :       2.35u       0.04s 2.39548400w      1 call
JK: (A|mn)  :      20.11u       0.00s      10.06w      6 calls
JK: (A|Q)^-1/2:       6.17u       0.05s   5.698307w      6 calls
JK: (Q|mn)  :       4.87u       0.00s   4.873080w      6 calls
HF: Form H  :       0.00u       0.00s 0.01080300w      1 call
HF: Form S/X:       0.08u       0.01s 0.04623500w      1 call
HF: Guess   :       1.14u       0.05s 0.59670100w      1 call
SAD Guess   :       1.13u       0.05s 0.59058800w      1 call
JK: D       :       0.04u       0.00s   0.018922w     53 calls
JK: USO2AO  :       0.01u       0.00s   0.003386w     53 calls
JK: JK      :      65.85u       1.48s      38.84w     53 calls
JK: J       :       2.56u       0.22s   1.372687w     54 calls
JK: J1      :       1.29u       0.10s   0.693812w     89 calls
JK: J2      :       1.24u       0.11s   0.668787w     89 calls
JK: K       :      60.65u       0.37s      35.68w     54 calls
JK: K1      :      43.37u       0.01s      21.70w     89 calls
JK: K2      :      17.28u       0.36s      13.99w     89 calls
JK: AO2USO  :       0.00u       0.00s   0.000117w     53 calls
DIISManager::add_entry:       0.05u       0.01s   0.028816w     52 calls
DIISManager::extrapolate:       0.76u       0.15s   1.491580w     51 calls
DIISManager::extrapolate: bMatrix setup:       0.73u       0.12s   1.447997w     51 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.003042w     51 calls
DIISManager::extrapolate: form new data:       0.03u       0.02s   0.039784w     51 calls
HF: Form G  :     255.72u       2.02s     225.78w     18 calls
RKS: Form V :     189.86u       0.54s     186.92w     18 calls
V: D        :       0.07u       0.02s   0.018527w     18 calls
V: USO2AO   :       0.00u       0.00s   0.002178w     18 calls
V: V        :     189.77u       0.52s     186.90w     18 calls
Properties  :     117.31u       0.41s     114.55w   5220 calls
Points      :      78.11u       0.26s      76.37w   5220 calls
Functional  :      31.48u       0.01s      30.98w   5220 calls
V_XC        :      40.89u       0.08s      41.28w   5220 calls
LSDA        :      33.58u       0.03s      33.36w  10440 calls
GGA         :       6.88u       0.01s   7.215602w   5220 calls
V: AO2USO   :       0.00u       0.00s   0.000046w     18 calls
HF: Form F  :       0.00u       0.01s   0.004846w     18 calls
HF: DIIS    :       1.18u       0.17s   1.734695w     18 calls
HF: Form C  :       1.40u       0.04s   0.788515w     18 calls
HF: Form D  :       0.04u       0.00s   0.016943w     18 calls

***********************************************************
