
Host: rich133-c34-20-l.pace.gatech.edu

Timers On : Mon Apr 23 21:47:32 2018
Timers Off: Mon Apr 23 21:49:26 2018

Wall Time:      114.00 seconds

V: Grid     :       0.77u       0.04s 0.79825800w      1 call
JK: (A|mn)  :       5.60u       0.00s   2.796908w      6 calls
JK: (A|Q)^-1/2:       1.25u       0.03s   1.001662w      6 calls
JK: (Q|mn)  :       1.59u       0.00s   1.584398w      6 calls
HF: Form H  :       0.00u       0.00s 0.00211300w      1 call
HF: Form S/X:       0.02u       0.01s 0.00878000w      1 call
HF: Guess   :       0.38u       0.02s 0.20423400w      1 call
SAD Guess   :       0.38u       0.02s 0.20177600w      1 call
JK: D       :       0.01u       0.00s   0.006226w     55 calls
JK: USO2AO  :       0.00u       0.00s   0.002861w     55 calls
JK: JK      :      23.28u       1.34s      12.64w     55 calls
JK: J       :       1.45u       0.06s   0.785658w     56 calls
JK: J1      :       0.70u       0.03s   0.374598w     90 calls
JK: J2      :       0.75u       0.03s   0.406317w     90 calls
JK: K       :      20.93u       0.48s      11.01w     56 calls
JK: K1      :      12.65u       0.02s   6.319439w     90 calls
JK: K2      :       8.28u       0.46s   4.693751w     90 calls
JK: AO2USO  :       0.00u       0.00s   0.000057w     55 calls
DIISManager::add_entry:       0.36u       0.05s   5.558957w     54 calls
DIISManager::extrapolate:       1.42u       0.20s   7.054420w     53 calls
DIISManager::extrapolate: bMatrix setup:       1.37u       0.18s   7.031086w     53 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001618w     53 calls
DIISManager::extrapolate: form new data:       0.05u       0.02s   0.021426w     53 calls
HF: Form G  :     104.32u       1.79s      90.07w     21 calls
RKS: Form V :      81.00u       0.46s      77.41w     21 calls
V: D        :       0.02u       0.00s   0.005936w     21 calls
V: USO2AO   :       0.01u       0.00s   0.001383w     21 calls
V: V        :      80.96u       0.46s      77.40w     21 calls
Properties  :      53.96u       0.28s      51.28w   5985 calls
Points      :      38.89u       0.20s      37.34w   5985 calls
Functional  :      13.90u       0.05s      13.66w   5985 calls
V_XC        :      13.03u       0.12s      12.42w   5985 calls
LSDA        :      10.20u       0.09s   9.672660w  11970 calls
GGA         :       2.57u       0.01s   2.478663w   5985 calls
V: AO2USO   :       0.00u       0.00s   0.000033w     21 calls
HF: Form F  :       0.02u       0.00s   0.003000w     21 calls
HF: DIIS    :       1.85u       0.26s      12.67w     21 calls
HF: Form C  :       0.24u       0.00s   0.179648w     21 calls
HF: Form D  :       0.01u       0.00s   0.006083w     21 calls

***********************************************************
