
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:58:16 2018
Timers Off: Mon Apr 23 22:00:38 2018

Wall Time:      142.00 seconds

V: Grid     :       2.01u       0.03s 2.03295900w      1 call
JK: (A|mn)  :      17.38u       0.00s   8.690227w      6 calls
JK: (A|Q)^-1/2:       5.41u       0.08s   5.022360w      6 calls
JK: (Q|mn)  :       4.09u       0.00s   4.092137w      6 calls
HF: Form H  :       0.00u       0.00s 0.00364300w      1 call
HF: Form S/X:       0.07u       0.01s 0.03854000w      1 call
HF: Guess   :       0.87u       0.04s 0.45510600w      1 call
SAD Guess   :       0.87u       0.04s 0.45176600w      1 call
JK: D       :       0.02u       0.01s   0.012056w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.002575w     47 calls
JK: JK      :      36.75u       1.07s      21.98w     47 calls
JK: J       :       1.40u       0.16s   0.790936w     48 calls
JK: J1      :       0.72u       0.10s   0.412714w     83 calls
JK: J2      :       0.68u       0.06s   0.372771w     83 calls
JK: K       :      33.69u       0.35s      20.08w     48 calls
JK: K1      :      22.87u       0.00s      11.44w     83 calls
JK: K2      :      10.82u       0.35s   8.640614w     83 calls
JK: AO2USO  :       0.00u       0.00s   0.000080w     47 calls
DIISManager::add_entry:       0.29u       0.06s   0.441016w     46 calls
DIISManager::extrapolate:       0.54u       0.10s   1.304455w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.52u       0.07s   1.279839w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001921w     45 calls
DIISManager::extrapolate: form new data:       0.02u       0.03s   0.022219w     45 calls
HF: Form G  :     133.37u       1.45s     116.67w     12 calls
RKS: Form V :      96.60u       0.37s      94.67w     12 calls
V: D        :       0.02u       0.01s   0.011372w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001078w     12 calls
V: V        :      96.56u       0.36s      94.66w     12 calls
Properties  :      57.54u       0.21s      56.58w   3492 calls
Points      :      39.08u       0.14s      38.17w   3492 calls
Functional  :      18.75u       0.07s      18.11w   3492 calls
V_XC        :      20.24u       0.08s      19.94w   3492 calls
LSDA        :      16.90u       0.04s      16.18w   6984 calls
GGA         :       3.16u       0.03s   3.452130w   3492 calls
V: AO2USO   :       0.00u       0.00s   0.000028w     12 calls
HF: Form F  :       0.00u       0.00s   0.002712w     12 calls
HF: DIIS    :       1.07u       0.17s   1.871037w     12 calls
HF: Form C  :       0.71u       0.05s   0.445717w     12 calls
HF: Form D  :       0.02u       0.00s   0.009773w     12 calls

***********************************************************
