
Host: iw-h43-28.pace.gatech.edu

Timers On : Mon Apr 23 21:28:54 2018
Timers Off: Mon Apr 23 21:32:02 2018

Wall Time:      188.00 seconds

V: Grid     :       1.95u       0.03s 1.98971700w      1 call
JK: (A|mn)  :      17.75u       0.00s   8.881329w      6 calls
JK: (A|Q)^-1/2:       5.92u       0.08s   5.516033w      6 calls
JK: (Q|mn)  :       4.13u       0.00s   4.129431w      6 calls
HF: Form H  :       0.00u       0.00s 0.00338000w      1 call
HF: Form S/X:       0.07u       0.01s 0.03893800w      1 call
HF: Guess   :       0.84u       0.07s 0.45644500w      1 call
SAD Guess   :       0.84u       0.07s 0.45286600w      1 call
JK: D       :       0.02u       0.01s   0.015561w     50 calls
JK: USO2AO  :       0.01u       0.00s   0.003801w     50 calls
JK: JK      :      49.68u       1.46s      29.71w     50 calls
JK: J       :       2.01u       0.18s   1.155176w     51 calls
JK: J1      :       1.04u       0.11s   0.594626w     86 calls
JK: J2      :       0.94u       0.07s   0.552954w     86 calls
JK: K       :      45.25u       0.47s      26.94w     51 calls
JK: K1      :      31.38u       0.00s      15.71w     86 calls
JK: K2      :      13.87u       0.47s      11.23w     86 calls
JK: AO2USO  :       0.00u       0.00s   0.000091w     50 calls
DIISManager::add_entry:       0.03u       0.00s   0.021326w     49 calls
DIISManager::extrapolate:       1.03u       0.19s   2.714587w     48 calls
DIISManager::extrapolate: bMatrix setup:       1.01u       0.18s   2.684588w     48 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.002316w     48 calls
DIISManager::extrapolate: form new data:       0.01u       0.01s   0.027113w     48 calls
HF: Form G  :     182.35u       2.08s     160.17w     15 calls
RKS: Form V :     132.66u       0.61s     130.45w     15 calls
V: D        :       0.02u       0.00s   0.014776w     15 calls
V: USO2AO   :       0.00u       0.00s   0.001530w     15 calls
V: V        :     132.63u       0.61s     130.43w     15 calls
Properties  :      80.37u       0.39s      78.45w   4365 calls
Points      :      53.54u       0.23s      52.18w   4365 calls
Functional  :      22.69u       0.05s      23.12w   4365 calls
V_XC        :      29.49u       0.15s      28.81w   4365 calls
LSDA        :      23.92u       0.09s      23.10w   8730 calls
GGA         :       5.14u       0.03s   5.261793w   4365 calls
V: AO2USO   :       0.00u       0.00s   0.000035w     15 calls
HF: Form F  :       0.01u       0.00s   0.003739w     15 calls
HF: DIIS    :       1.38u       0.23s   2.901222w     15 calls
HF: Form C  :       0.91u       0.05s   0.571236w     15 calls
HF: Form D  :       0.02u       0.00s   0.012642w     15 calls

***********************************************************
