
Host: iw-p33-31-l.pace.gatech.edu

Timers On : Mon Apr 23 22:11:57 2018
Timers Off: Mon Apr 23 22:13:06 2018

Wall Time:       69.00 seconds

V: Grid     :       1.14u       0.02s 1.17089200w      1 call
JK: (A|mn)  :       6.94u       0.00s   3.461731w      6 calls
JK: (A|Q)^-1/2:       1.74u       0.08s   1.385519w      6 calls
JK: (Q|mn)  :       1.88u       0.00s   1.876217w      6 calls
HF: Form H  :       0.00u       0.00s 0.00504600w      1 call
HF: Form S/X:       0.02u       0.00s 0.01086800w      1 call
HF: Guess   :       0.88u       0.07s 0.47391300w      1 call
SAD Guess   :       0.87u       0.07s 0.47070900w      1 call
JK: D       :       0.00u       0.01s   0.004266w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001731w     45 calls
JK: JK      :      13.66u       0.77s   7.803118w     45 calls
JK: J       :       0.77u       0.04s   0.410378w     46 calls
JK: J1      :       0.38u       0.01s   0.195397w     80 calls
JK: J2      :       0.39u       0.03s   0.211821w     80 calls
JK: K       :      12.32u       0.24s   6.871326w     46 calls
JK: K1      :       6.99u       0.00s   3.499799w     80 calls
JK: K2      :       5.32u       0.23s   3.370712w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000053w     45 calls
DIISManager::add_entry:       0.06u       0.01s   0.068022w     44 calls
DIISManager::extrapolate:       0.37u       0.07s   0.643431w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.36u       0.07s   0.632067w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001302w     43 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.009798w     43 calls
HF: Form G  :      65.61u       1.07s      57.92w     11 calls
RKS: Form V :      51.95u       0.29s      50.11w     11 calls
V: D        :       0.02u       0.00s   0.003879w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000777w     11 calls
V: V        :      51.92u       0.29s      50.11w     11 calls
Properties  :      33.96u       0.19s      32.56w   3256 calls
Points      :      25.85u       0.11s      24.82w   3256 calls
Functional  :      10.71u       0.05s      10.52w   3256 calls
V_XC        :       7.22u       0.05s   7.001331w   3256 calls
LSDA        :       5.56u       0.01s   5.306933w   6512 calls
GGA         :       1.49u       0.03s   1.509221w   3256 calls
V: AO2USO   :       0.00u       0.00s   0.000022w     11 calls
HF: Form F  :       0.00u       0.00s   0.001770w     11 calls
HF: DIIS    :       0.52u       0.08s   0.751456w     11 calls
HF: Form C  :       0.22u       0.00s   0.123080w     11 calls
HF: Form D  :       0.01u       0.00s   0.004266w     11 calls

***********************************************************
