
Host: iw-c39-34-r.pace.gatech.edu

Timers On : Mon Apr 23 22:08:22 2018
Timers Off: Mon Apr 23 22:10:00 2018

Wall Time:       98.00 seconds

V: Grid     :       1.13u       0.02s 1.15648300w      1 call
JK: (A|mn)  :       6.83u       0.00s   3.405305w      6 calls
JK: (A|Q)^-1/2:       1.69u       0.04s   1.304414w      6 calls
JK: (Q|mn)  :       1.93u       0.00s   1.926624w      6 calls
HF: Form H  :       0.00u       0.00s 0.00222900w      1 call
HF: Form S/X:       0.02u       0.01s 0.01112000w      1 call
HF: Guess   :       0.88u       0.05s 0.46890800w      1 call
SAD Guess   :       0.88u       0.05s 0.46580700w      1 call
JK: D       :       0.03u       0.00s   0.005341w     49 calls
JK: USO2AO  :       0.00u       0.00s   0.002156w     49 calls
JK: JK      :      19.99u       1.06s      11.14w     49 calls
JK: J       :       1.11u       0.04s   0.572517w     50 calls
JK: J1      :       0.55u       0.01s   0.272152w     84 calls
JK: J2      :       0.56u       0.03s   0.296206w     84 calls
JK: K       :      18.23u       0.38s   9.906620w     50 calls
JK: K1      :      11.47u       0.01s   5.725149w     84 calls
JK: K2      :       6.76u       0.37s   4.180508w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000055w     49 calls
DIISManager::add_entry:       0.16u       0.01s   0.168546w     48 calls
DIISManager::extrapolate:       1.21u       0.13s   3.833563w     47 calls
DIISManager::extrapolate: bMatrix setup:       1.19u       0.13s   3.817347w     47 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001573w     47 calls
DIISManager::extrapolate: form new data:       0.02u       0.00s   0.014346w     47 calls
HF: Form G  :      94.62u       1.47s      83.23w     15 calls
RKS: Form V :      74.61u       0.41s      72.09w     15 calls
V: D        :       0.00u       0.00s   0.005168w     15 calls
V: USO2AO   :       0.00u       0.00s   0.001045w     15 calls
V: V        :      74.59u       0.41s      72.08w     15 calls
Properties  :      48.47u       0.27s      47.14w   4425 calls
Points      :      36.41u       0.20s      35.50w   4425 calls
Functional  :      14.93u       0.08s      14.36w   4425 calls
V_XC        :      11.13u       0.02s      10.54w   4425 calls
LSDA        :       8.71u       0.01s   8.083477w   8850 calls
GGA         :       2.20u       0.00s   2.178992w   4425 calls
V: AO2USO   :       0.00u       0.00s   0.000030w     15 calls
HF: Form F  :       0.00u       0.00s   0.002318w     15 calls
HF: DIIS    :       1.45u       0.14s   4.052553w     15 calls
HF: Form C  :       0.25u       0.02s   0.167101w     15 calls
HF: Form D  :       0.02u       0.00s   0.005443w     15 calls

***********************************************************
