
Host: iw-c39-34-r.pace.gatech.edu

Timers On : Mon Apr 23 22:13:12 2018
Timers Off: Mon Apr 23 22:14:27 2018

Wall Time:       75.00 seconds

V: Grid     :       1.14u       0.03s 1.16362700w      1 call
JK: (A|mn)  :       6.77u       0.00s   3.380684w      6 calls
JK: (A|Q)^-1/2:       1.71u       0.06s   1.317567w      6 calls
JK: (Q|mn)  :       1.80u       0.00s   1.798262w      6 calls
HF: Form H  :       0.00u       0.01s 0.00479200w      1 call
HF: Form S/X:       0.02u       0.00s 0.01144200w      1 call
HF: Guess   :       0.91u       0.03s 0.47463000w      1 call
SAD Guess   :       0.90u       0.03s 0.47145700w      1 call
JK: D       :       0.01u       0.00s   0.004391w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001786w     46 calls
JK: JK      :      14.22u       0.83s   8.007942w     46 calls
JK: J       :       0.83u       0.05s   0.447249w     47 calls
JK: J1      :       0.38u       0.02s   0.210735w     81 calls
JK: J2      :       0.45u       0.03s   0.233162w     81 calls
JK: K       :      12.81u       0.29s   7.026160w     47 calls
JK: K1      :       7.29u       0.01s   3.642113w     81 calls
JK: K2      :       5.52u       0.28s   3.383211w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     46 calls
DIISManager::add_entry:       0.18u       0.03s   1.655010w     45 calls
DIISManager::extrapolate:       0.77u       0.12s   1.581510w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.57u       0.08s   1.148906w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001274w     44 calls
DIISManager::extrapolate: form new data:       0.20u       0.04s   0.431051w     44 calls
HF: Form G  :      69.51u       1.13s      61.22w     12 calls
RKS: Form V :      55.28u       0.30s      53.21w     12 calls
V: D        :       0.00u       0.00s   0.004069w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000827w     12 calls
V: V        :      55.28u       0.30s      53.20w     12 calls
Properties  :      36.44u       0.19s      34.46w   3504 calls
Points      :      27.99u       0.15s      26.44w   3504 calls
Functional  :      11.38u       0.06s      11.43w   3504 calls
V_XC        :       7.39u       0.05s   7.278364w   3504 calls
LSDA        :       5.83u       0.02s   5.605337w   7008 calls
GGA         :       1.36u       0.00s   1.481066w   3504 calls
V: AO2USO   :       0.00u       0.00s   0.000021w     12 calls
HF: Form F  :       0.00u       0.00s   0.001848w     12 calls
HF: DIIS    :       1.03u       0.15s   3.276308w     12 calls
HF: Form C  :       0.21u       0.02s   0.132446w     12 calls
HF: Form D  :       0.01u       0.00s   0.004080w     12 calls

***********************************************************
