
Host: iw-c39-33-l.pace.gatech.edu

Timers On : Mon Apr 23 19:12:17 2018
Timers Off: Mon Apr 23 19:13:20 2018

Wall Time:       63.00 seconds

V: Grid     :       1.12u       0.03s 1.14561100w      1 call
JK: (A|mn)  :       6.72u       0.00s   3.358892w      6 calls
JK: (A|Q)^-1/2:       1.65u       0.07s   1.283534w      6 calls
JK: (Q|mn)  :       1.76u       0.00s   1.750561w      6 calls
HF: Form H  :       0.00u       0.01s 0.00249200w      1 call
HF: Form S/X:       0.02u       0.00s 0.01018100w      1 call
HF: Guess   :       0.88u       0.06s 0.47045300w      1 call
SAD Guess   :       0.88u       0.06s 0.46736700w      1 call
JK: D       :       0.01u       0.00s   0.003948w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001626w     45 calls
JK: JK      :      12.37u       0.79s   7.023150w     45 calls
JK: J       :       0.70u       0.05s   0.391561w     46 calls
JK: J1      :       0.34u       0.03s   0.184024w     80 calls
JK: J2      :       0.36u       0.02s   0.204563w     80 calls
JK: K       :      11.16u       0.29s   6.150436w     46 calls
JK: K1      :       6.12u       0.01s   3.047721w     80 calls
JK: K2      :       5.04u       0.28s   3.101941w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000053w     45 calls
DIISManager::add_entry:       0.02u       0.00s   0.010532w     44 calls
DIISManager::extrapolate:       0.28u       0.05s   0.321113w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.27u       0.05s   0.311764w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001145w     43 calls
DIISManager::extrapolate: form new data:       0.01u       0.00s   0.007957w     43 calls
HF: Form G  :      60.09u       1.09s      52.84w     11 calls
RKS: Form V :      47.71u       0.30s      45.81w     11 calls
V: D        :       0.02u       0.00s   0.003828w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000750w     11 calls
V: V        :      47.69u       0.30s      45.80w     11 calls
Properties  :      31.03u       0.23s      29.49w   3223 calls
Points      :      24.28u       0.14s      23.15w   3223 calls
Functional  :      10.52u       0.02s      10.42w   3223 calls
V_XC        :       6.10u       0.04s   5.873830w   3223 calls
LSDA        :       4.72u       0.00s   4.655337w   6446 calls
GGA         :       1.25u       0.02s   1.076790w   3223 calls
V: AO2USO   :       0.00u       0.00s   0.000020w     11 calls
HF: Form F  :       0.00u       0.00s   0.001618w     11 calls
HF: DIIS    :       0.36u       0.05s   0.367717w     11 calls
HF: Form C  :       0.22u       0.02s   0.117929w     11 calls
HF: Form D  :       0.00u       0.00s   0.003319w     11 calls

***********************************************************

Host: iw-c39-34-l.pace.gatech.edu

Timers On : Mon Apr 23 19:12:49 2018
Timers Off: Mon Apr 23 19:13:56 2018

Wall Time:       67.00 seconds

V: Grid     :       1.13u       0.02s 1.15340300w      1 call
JK: (A|mn)  :       6.72u       0.00s   3.355488w      6 calls
JK: (A|Q)^-1/2:       1.64u       0.08s   1.283418w      6 calls
JK: (Q|mn)  :       1.75u       0.00s   1.744073w      6 calls
HF: Form H  :       0.00u       0.00s 0.00232000w      1 call
HF: Form S/X:       0.02u       0.00s 0.01027900w      1 call
HF: Guess   :       0.87u       0.08s 0.47304400w      1 call
SAD Guess   :       0.86u       0.08s 0.46991000w      1 call
JK: D       :       0.01u       0.00s   0.004010w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001665w     45 calls
JK: JK      :      13.52u       0.84s   7.627927w     45 calls
JK: J       :       0.75u       0.07s   0.396446w     46 calls
JK: J1      :       0.36u       0.03s   0.186742w     80 calls
JK: J2      :       0.39u       0.04s   0.206760w     80 calls
JK: K       :      12.24u       0.31s   6.733854w     46 calls
JK: K1      :       7.19u       0.02s   3.603634w     80 calls
JK: K2      :       5.05u       0.29s   3.129462w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000055w     45 calls
DIISManager::add_entry:       0.01u       0.00s   0.011328w     44 calls
DIISManager::extrapolate:       0.42u       0.10s   0.772014w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.42u       0.09s   0.761425w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001215w     43 calls
DIISManager::extrapolate: form new data:       0.00u       0.01s   0.009109w     43 calls
HF: Form G  :      64.26u       1.19s      56.53w     11 calls
RKS: Form V :      50.74u       0.35s      48.90w     11 calls
V: D        :       0.01u       0.00s   0.003811w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000796w     11 calls
V: V        :      50.73u       0.35s      48.89w     11 calls
Properties  :      33.01u       0.23s      31.73w   3223 calls
Points      :      25.38u       0.19s      24.30w   3223 calls
Functional  :      11.02u       0.04s      10.46w   3223 calls
V_XC        :       6.65u       0.07s   6.675683w   3223 calls
LSDA        :       5.18u       0.06s   5.114557w   6446 calls
GGA         :       1.31u       0.00s   1.382318w   3223 calls
V: AO2USO   :       0.00u       0.00s   0.000022w     11 calls
HF: Form F  :       0.00u       0.00s   0.001700w     11 calls
HF: DIIS    :       0.50u       0.11s   0.820036w     11 calls
HF: Form C  :       0.20u       0.01s   0.119301w     11 calls
HF: Form D  :       0.00u       0.00s   0.004147w     11 calls

***********************************************************

Host: iw-c39-33-l.pace.gatech.edu

Timers On : Mon Apr 23 21:28:25 2018
Timers Off: Mon Apr 23 21:29:38 2018

Wall Time:       73.00 seconds

V: Grid     :       1.12u       0.03s 1.15545600w      1 call
JK: (A|mn)  :       6.78u       0.01s   3.388090w      6 calls
JK: (A|Q)^-1/2:       1.65u       0.06s   1.318709w      6 calls
JK: (Q|mn)  :       1.75u       0.00s   1.746114w      6 calls
HF: Form H  :       0.00u       0.00s 0.42014800w      1 call
HF: Form S/X:       0.02u       0.01s 0.01007900w      1 call
HF: Guess   :       0.88u       0.06s 0.47507500w      1 call
SAD Guess   :       0.88u       0.06s 0.47196400w      1 call
JK: D       :       0.00u       0.00s   0.003993w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001603w     45 calls
JK: JK      :      14.04u       0.82s   7.990479w     45 calls
JK: J       :       0.70u       0.09s   0.400954w     46 calls
JK: J1      :       0.32u       0.05s   0.192039w     80 calls
JK: J2      :       0.38u       0.04s   0.205910w     80 calls
JK: K       :      12.82u       0.29s   7.107993w     46 calls
JK: K1      :       7.98u       0.00s   3.983898w     80 calls
JK: K2      :       4.82u       0.29s   3.123324w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000051w     45 calls
DIISManager::add_entry:       0.28u       0.04s   0.335325w     44 calls
DIISManager::extrapolate:       0.79u       0.19s   2.389059w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.66u       0.14s   1.273816w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001166w     43 calls
DIISManager::extrapolate: form new data:       0.13u       0.05s   1.113809w     43 calls
HF: Form G  :      67.82u       1.11s      60.11w     11 calls
RKS: Form V :      53.79u       0.30s      52.12w     11 calls
V: D        :       0.01u       0.00s   0.003752w     11 calls
