
Host: iw-c39-34-l.pace.gatech.edu

Timers On : Mon Apr 23 21:38:00 2018
Timers Off: Mon Apr 23 21:39:25 2018

Wall Time:       85.00 seconds

V: Grid     :       1.13u       0.02s 1.15744400w      1 call
JK: (A|mn)  :       6.81u       0.00s   3.420463w      6 calls
JK: (A|Q)^-1/2:       1.65u       0.07s   1.298415w      6 calls
JK: (Q|mn)  :       1.83u       0.00s   1.824000w      6 calls
HF: Form H  :       0.00u       0.01s 0.00455200w      1 call
HF: Form S/X:       0.01u       0.00s 0.01695700w      1 call
HF: Guess   :       0.94u       0.05s 0.59531800w      1 call
SAD Guess   :       0.93u       0.05s 0.59205100w      1 call
JK: D       :       0.02u       0.00s   0.004641w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.001902w     47 calls
JK: JK      :      18.10u       0.90s      10.02w     47 calls
JK: J       :       0.91u       0.09s   0.496314w     48 calls
JK: J1      :       0.45u       0.06s   0.235758w     82 calls
JK: J2      :       0.45u       0.03s   0.256953w     82 calls
JK: K       :      16.58u       0.29s   8.958388w     48 calls
JK: K1      :      10.60u       0.01s   5.289408w     82 calls
JK: K2      :       5.97u       0.28s   3.668117w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000054w     47 calls
DIISManager::add_entry:       0.19u       0.03s   0.242199w     46 calls
DIISManager::extrapolate:       0.68u       0.15s   1.347608w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.67u       0.13s   1.333825w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001366w     45 calls
DIISManager::extrapolate: form new data:       0.01u       0.02s   0.012125w     45 calls
HF: Form G  :      83.16u       1.25s      72.84w     13 calls
RKS: Form V :      65.03u       0.35s      62.80w     13 calls
V: D        :       0.01u       0.00s   0.004444w     13 calls
V: USO2AO   :       0.02u       0.00s   0.000895w     13 calls
V: V        :      64.98u       0.35s      62.80w     13 calls
Properties  :      42.25u       0.19s      40.85w   3861 calls
Points      :      31.97u       0.13s      30.60w   3861 calls
Functional  :      12.87u       0.05s      12.44w   3861 calls
V_XC        :       9.79u       0.08s   9.479376w   3861 calls
LSDA        :       7.16u       0.06s   7.100986w   7722 calls
GGA         :       2.44u       0.01s   2.124912w   3861 calls
V: AO2USO   :       0.00u       0.00s   0.000026w     13 calls
HF: Form F  :       0.00u       0.01s   0.001934w     13 calls
HF: DIIS    :       0.93u       0.18s   1.633496w     13 calls
HF: Form C  :       0.24u       0.00s   0.145995w     13 calls
HF: Form D  :       0.00u       0.00s   0.005085w     13 calls

***********************************************************
