
Host: iw-k30-10.pace.gatech.edu

Timers On : Mon Apr 23 22:08:55 2018
Timers Off: Mon Apr 23 22:11:47 2018

Wall Time:      172.00 seconds

V: Grid     :       2.33u       0.03s 2.36181200w      1 call
JK: (A|mn)  :      19.66u       0.00s   9.856932w      6 calls
JK: (A|Q)^-1/2:       5.62u       0.08s   5.168406w      6 calls
JK: (Q|mn)  :       4.00u       0.00s   4.000175w      6 calls
HF: Form H  :       0.01u       0.00s 0.00580500w      1 call
HF: Form S/X:       0.07u       0.00s 0.03999000w      1 call
HF: Guess   :       1.04u       0.04s 0.54317300w      1 call
SAD Guess   :       1.03u       0.04s 0.53766400w      1 call
JK: D       :       0.00u       0.00s   0.014044w     48 calls
JK: USO2AO  :       0.00u       0.00s   0.002422w     48 calls
JK: JK      :      42.93u       0.98s      25.66w     48 calls
JK: J       :       1.56u       0.09s   0.858433w     49 calls
JK: J1      :       0.82u       0.05s   0.447196w     84 calls
JK: J2      :       0.73u       0.04s   0.405157w     84 calls
JK: K       :      39.40u       0.28s      23.51w     49 calls
JK: K1      :      27.01u       0.03s      13.54w     84 calls
JK: K2      :      12.39u       0.25s   9.966581w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000098w     48 calls
DIISManager::add_entry:       0.18u       0.03s   0.188078w     47 calls
DIISManager::extrapolate:       0.60u       0.11s   1.547049w     46 calls
DIISManager::extrapolate: bMatrix setup:       0.56u       0.08s   1.514291w     46 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.002160w     46 calls
DIISManager::extrapolate: form new data:       0.04u       0.03s   0.030011w     46 calls
HF: Form G  :     161.41u       1.35s     142.00w     13 calls
RKS: Form V :     118.48u       0.37s     116.33w     13 calls
V: D        :       0.05u       0.00s   0.013258w     13 calls
V: USO2AO   :       0.00u       0.00s   0.001308w     13 calls
V: V        :     118.42u       0.36s     116.31w     13 calls
Properties  :      70.97u       0.22s      70.09w   3874 calls
Points      :      47.71u       0.14s      47.47w   3874 calls
Functional  :      22.68u       0.03s      22.20w   3874 calls
V_XC        :      24.68u       0.09s      23.97w   3874 calls
LSDA        :      19.81u       0.04s      19.21w   7748 calls
GGA         :       4.49u       0.02s   4.364981w   3874 calls
V: AO2USO   :       0.00u       0.00s   0.000032w     13 calls
HF: Form F  :       0.00u       0.00s   0.002823w     13 calls
HF: DIIS    :       1.07u       0.15s   1.885622w     13 calls
HF: Form C  :       0.91u       0.03s   0.546021w     13 calls
HF: Form D  :       0.03u       0.00s   0.011641w     13 calls

***********************************************************
