
Host: rich133-c32-20-r.pace.gatech.edu

Timers On : Mon Apr 23 21:54:24 2018
Timers Off: Mon Apr 23 21:55:22 2018

Wall Time:       58.00 seconds

V: Grid     :       0.82u       0.02s 0.83494900w      1 call
JK: (A|mn)  :       5.39u       0.00s   2.690533w      6 calls
JK: (A|Q)^-1/2:       1.37u       0.04s   1.080992w      6 calls
JK: (Q|mn)  :       1.64u       0.00s   1.634172w      6 calls
HF: Form H  :       0.00u       0.00s 0.00420100w      1 call
HF: Form S/X:       0.02u       0.00s 0.00905400w      1 call
HF: Guess   :       0.42u       0.02s 0.21969400w      1 call
SAD Guess   :       0.42u       0.02s 0.21711100w      1 call
JK: D       :       0.01u       0.00s   0.003613w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001503w     45 calls
JK: JK      :      11.72u       0.71s   6.490763w     45 calls
JK: J       :       0.74u       0.05s   0.401054w     46 calls
JK: J1      :       0.34u       0.01s   0.192296w     80 calls
JK: J2      :       0.40u       0.03s   0.206121w     80 calls
JK: K       :      10.49u       0.27s   5.650700w     46 calls
JK: K1      :       5.79u       0.00s   2.902028w     80 calls
JK: K2      :       4.70u       0.27s   2.748019w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000040w     45 calls
DIISManager::add_entry:       0.18u       0.02s   0.381960w     44 calls
DIISManager::extrapolate:       0.85u       0.10s   2.372415w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.85u       0.10s   2.363791w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001019w     43 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.007382w     43 calls
HF: Form G  :      53.42u       0.95s      46.27w     11 calls
RKS: Form V :      41.68u       0.25s      39.77w     11 calls
V: D        :       0.02u       0.00s   0.003356w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000709w     11 calls
V: V        :      41.66u       0.25s      39.77w     11 calls
Properties  :      27.19u       0.16s      25.90w   3201 calls
Points      :      20.25u       0.12s      19.34w   3201 calls
Functional  :       8.07u       0.03s   7.757686w   3201 calls
V_XC        :       6.37u       0.06s   6.086303w   3201 calls
LSDA        :       4.96u       0.05s   4.719234w   6402 calls
GGA         :       1.23u       0.01s   1.225745w   3201 calls
V: AO2USO   :       0.00u       0.00s   0.000017w     11 calls
HF: Form F  :       0.00u       0.00s   0.001395w     11 calls
HF: DIIS    :       1.11u       0.13s   2.786252w     11 calls
HF: Form C  :       0.13u       0.02s   0.101256w     11 calls
HF: Form D  :       0.01u       0.00s   0.003559w     11 calls

***********************************************************
