
Host: iw-k30-12.pace.gatech.edu

Timers On : Mon Apr 23 21:28:58 2018
Timers Off: Mon Apr 23 21:32:51 2018

Wall Time:      233.00 seconds

V: Grid     :       2.26u       0.04s 2.30831800w      1 call
JK: (A|mn)  :      20.47u       0.00s      10.24w      6 calls
JK: (A|Q)^-1/2:       7.04u       0.07s   6.629566w      6 calls
JK: (Q|mn)  :       5.70u       0.00s   5.704266w      6 calls
HF: Form H  :       0.01u       0.00s 0.01271700w      1 call
HF: Form S/X:       0.08u       0.00s 0.07601100w      1 call
HF: Guess   :       1.02u       0.07s 0.72071300w      1 call
SAD Guess   :       1.01u       0.07s 0.70859900w      1 call
JK: D       :       0.02u       0.00s   0.014675w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.004547w     47 calls
JK: JK      :      52.64u       1.41s      34.11w     47 calls
JK: J       :       2.36u       0.08s   1.885571w     48 calls
JK: J1      :       1.42u       0.08s   0.972472w     82 calls
JK: J2      :       0.93u       0.00s   0.901909w     82 calls
JK: K       :      47.58u       0.35s      30.06w     48 calls
JK: K1      :      30.82u       0.00s      15.59w     82 calls
JK: K2      :      16.74u       0.35s      14.46w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000112w     47 calls
DIISManager::add_entry:       0.03u       0.01s   0.026303w     46 calls
DIISManager::extrapolate:       0.36u       0.07s   0.678771w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.32u       0.05s   0.638517w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.002193w     45 calls
DIISManager::extrapolate: form new data:       0.04u       0.02s   0.037456w     45 calls
HF: Form G  :     220.03u       1.81s     199.70w     13 calls
RKS: Form V :     167.37u       0.40s     165.57w     13 calls
V: D        :       0.02u       0.00s   0.013000w     13 calls
V: USO2AO   :       0.00u       0.00s   0.002337w     13 calls
V: V        :     167.30u       0.40s     165.53w     13 calls
Properties  :     104.72u       0.24s     103.27w   3887 calls
Points      :      69.94u       0.14s      69.03w   3887 calls
Functional  :      23.36u       0.02s      23.31w   3887 calls
V_XC        :      39.10u       0.12s      38.90w   3887 calls
LSDA        :      29.50u       0.05s      29.42w   7774 calls
GGA         :       8.79u       0.02s   8.738159w   3887 calls
V: AO2USO   :       0.00u       0.00s   0.000038w     13 calls
HF: Form F  :       0.04u       0.00s   0.021011w     13 calls
HF: DIIS    :       0.72u       0.10s   0.903783w     13 calls
HF: Form C  :       1.06u       0.06s   0.631284w     13 calls
HF: Form D  :       0.02u       0.01s   0.018860w     13 calls

***********************************************************
