
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:54:22 2018
Timers Off: Mon Apr 23 21:57:14 2018

Wall Time:      172.00 seconds

V: Grid     :       2.04u       0.04s 2.07059200w      1 call
JK: (A|mn)  :      17.22u       0.00s   8.628660w      6 calls
JK: (A|Q)^-1/2:       5.43u       0.07s   5.038629w      6 calls
JK: (Q|mn)  :       4.34u       0.00s   4.340379w      6 calls
HF: Form H  :       0.00u       0.00s 0.55617100w      1 call
HF: Form S/X:       0.07u       0.01s 0.03901400w      1 call
HF: Guess   :       0.85u       0.06s 0.45711200w      1 call
SAD Guess   :       0.84u       0.06s 0.45384800w      1 call
JK: D       :       0.00u       0.00s   0.013094w     48 calls
JK: USO2AO  :       0.00u       0.00s   0.002646w     48 calls
JK: JK      :      42.01u       1.12s      24.96w     48 calls
JK: J       :       1.64u       0.18s   0.905132w     49 calls
JK: J1      :       0.86u       0.08s   0.475332w     84 calls
JK: J2      :       0.76u       0.10s   0.423272w     84 calls
JK: K       :      38.58u       0.34s      22.87w     49 calls
JK: K1      :      26.71u       0.00s      13.36w     84 calls
JK: K2      :      11.87u       0.34s   9.509861w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000087w     48 calls
DIISManager::add_entry:       0.20u       0.02s   0.210145w     47 calls
DIISManager::extrapolate:       0.87u       0.15s   6.561918w     46 calls
DIISManager::extrapolate: bMatrix setup:       0.69u       0.10s   6.122015w     46 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001941w     46 calls
DIISManager::extrapolate: form new data:       0.18u       0.05s   0.437420w     46 calls
HF: Form G  :     159.63u       1.62s     140.61w     13 calls
RKS: Form V :     117.62u       0.50s     115.63w     13 calls
V: D        :       0.04u       0.00s   0.012337w     13 calls
V: USO2AO   :       0.00u       0.00s   0.001153w     13 calls
V: V        :     117.57u       0.49s     115.61w     13 calls
Properties  :      70.94u       0.30s      69.57w   3731 calls
Points      :      46.84u       0.16s      45.88w   3731 calls
Functional  :      20.06u       0.06s      19.94w   3731 calls
V_XC        :      26.52u       0.13s      26.06w   3731 calls
LSDA        :      21.60u       0.10s      21.32w   7462 calls
GGA         :       4.57u       0.01s   4.342653w   3731 calls
V: AO2USO   :       0.00u       0.00s   0.000037w     13 calls
HF: Form F  :       0.00u       0.00s   0.002709w     13 calls
HF: DIIS    :       1.33u       0.19s   6.909737w     13 calls
HF: Form C  :       0.72u       0.04s   0.474379w     13 calls
HF: Form D  :       0.02u       0.00s   0.010195w     13 calls

***********************************************************
