
Host: rich133-c34-19-l.pace.gatech.edu

Timers On : Mon Apr 23 21:45:45 2018
Timers Off: Mon Apr 23 21:47:36 2018

Wall Time:      111.00 seconds

V: Grid     :       0.88u       0.02s 0.91061000w      1 call
JK: (A|mn)  :       5.43u       0.00s   2.718217w      6 calls
JK: (A|Q)^-1/2:       1.18u       0.05s   0.906632w      6 calls
JK: (Q|mn)  :       1.50u       0.00s   1.495783w      6 calls
HF: Form H  :       0.00u       0.00s 0.00330800w      1 call
HF: Form S/X:       0.02u       0.00s 0.01017000w      1 call
HF: Guess   :       0.45u       0.04s 0.24033800w      1 call
SAD Guess   :       0.44u       0.04s 0.23754000w      1 call
JK: D       :       0.03u       0.00s   0.005741w     53 calls
JK: USO2AO  :       0.00u       0.00s   0.003508w     53 calls
JK: JK      :      20.64u       1.56s      11.49w     53 calls
JK: J       :       1.63u       0.10s   0.853238w     54 calls
JK: J1      :       0.78u       0.06s   0.408114w     88 calls
JK: J2      :       0.84u       0.04s   0.440403w     88 calls
JK: K       :      18.02u       0.44s   9.604232w     54 calls
JK: K1      :      10.20u       0.00s   5.107022w     88 calls
JK: K2      :       7.82u       0.44s   4.496182w     88 calls
JK: AO2USO  :       0.00u       0.00s   0.000054w     53 calls
DIISManager::add_entry:       0.67u       0.10s      11.73w     52 calls
DIISManager::extrapolate:       1.03u       0.17s      17.42w     51 calls
DIISManager::extrapolate: bMatrix setup:       1.03u       0.15s      17.40w     51 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001675w     51 calls
DIISManager::extrapolate: form new data:       0.00u       0.02s   0.016652w     51 calls
HF: Form G  :      82.54u       2.09s      70.18w     19 calls
RKS: Form V :      61.87u       0.53s      58.68w     19 calls
V: D        :       0.00u       0.00s   0.005892w     19 calls
V: USO2AO   :       0.00u       0.00s   0.001684w     19 calls
V: V        :      61.85u       0.53s      58.67w     19 calls
Properties  :      40.19u       0.31s      37.67w   5757 calls
Points      :      30.58u       0.22s      28.47w   5757 calls
Functional  :      13.02u       0.10s      12.62w   5757 calls
V_XC        :       8.57u       0.09s   8.334787w   5757 calls
LSDA        :       6.73u       0.07s   6.438185w  11514 calls
GGA         :       1.68u       0.01s   1.735081w   5757 calls
V: AO2USO   :       0.00u       0.00s   0.000027w     19 calls
HF: Form F  :       0.00u       0.00s   0.002717w     19 calls
HF: DIIS    :       1.81u       0.28s      29.20w     19 calls
HF: Form C  :       0.26u       0.00s   0.167153w     19 calls
HF: Form D  :       0.00u       0.00s   0.004916w     19 calls

***********************************************************
