
Host: rich133-c32-27-r.pace.gatech.edu

Timers On : Mon Apr 23 21:38:30 2018
Timers Off: Mon Apr 23 21:39:36 2018

Wall Time:       66.00 seconds

V: Grid     :       0.81u       0.03s 0.83853700w      1 call
JK: (A|mn)  :       5.51u       0.00s   2.746729w      6 calls
JK: (A|Q)^-1/2:       1.29u       0.06s   1.050087w      6 calls
JK: (Q|mn)  :       1.61u       0.00s   1.609892w      6 calls
HF: Form H  :       0.00u       0.00s 0.28167400w      1 call
HF: Form S/X:       0.02u       0.00s 0.00877000w      1 call
HF: Guess   :       0.41u       0.03s 0.21802000w      1 call
SAD Guess   :       0.41u       0.03s 0.21540600w      1 call
JK: D       :       0.02u       0.00s   0.003858w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001681w     46 calls
JK: JK      :      13.78u       0.77s   7.579457w     46 calls
JK: J       :       0.91u       0.03s   0.489736w     47 calls
JK: J1      :       0.43u       0.01s   0.234189w     81 calls
JK: J2      :       0.48u       0.02s   0.252529w     81 calls
JK: K       :      12.38u       0.25s   6.596456w     47 calls
JK: K1      :       7.26u       0.00s   3.628221w     81 calls
JK: K2      :       5.12u       0.25s   2.967448w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000043w     46 calls
DIISManager::add_entry:       0.36u       0.05s   0.930647w     45 calls
DIISManager::extrapolate:       0.55u       0.08s   1.765828w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.53u       0.05s   1.754737w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001051w     44 calls
DIISManager::extrapolate: form new data:       0.02u       0.03s   0.009797w     44 calls
HF: Form G  :      61.77u       1.04s      53.47w     12 calls
RKS: Form V :      47.95u       0.27s      45.88w     12 calls
V: D        :       0.02u       0.00s   0.003775w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000778w     12 calls
V: V        :      47.93u       0.27s      45.87w     12 calls
Properties  :      31.77u       0.16s      29.97w   3564 calls
Points      :      23.17u       0.13s      21.87w   3564 calls
Functional  :       8.59u       0.03s   8.404370w   3564 calls
V_XC        :       7.54u       0.06s   7.472334w   3564 calls
LSDA        :       5.81u       0.03s   5.695665w   7128 calls
GGA         :       1.64u       0.01s   1.607255w   3564 calls
V: AO2USO   :       0.00u       0.00s   0.000016w     12 calls
HF: Form F  :       0.00u       0.00s   0.001728w     12 calls
HF: DIIS    :       0.98u       0.13s   2.731560w     12 calls
HF: Form C  :       0.17u       0.01s   0.112030w     12 calls
HF: Form D  :       0.00u       0.00s   0.004117w     12 calls

***********************************************************
