
Host: iw-k30-12.pace.gatech.edu

Timers On : Mon Apr 23 21:28:58 2018
Timers Off: Mon Apr 23 21:35:04 2018

Wall Time:      366.00 seconds

V: Grid     :       2.48u       0.10s 2.58273400w      1 call
JK: (A|mn)  :      20.80u       0.00s      10.39w      6 calls
JK: (A|Q)^-1/2:       7.65u       0.09s   7.188841w      6 calls
JK: (Q|mn)  :       7.10u       0.00s   7.092419w      6 calls
HF: Form H  :       0.00u       0.00s 0.00815200w      1 call
HF: Form S/X:       0.09u       0.01s 0.04812500w      1 call
HF: Guess   :       1.16u       0.05s 0.60601900w      1 call
SAD Guess   :       1.15u       0.05s 0.59914300w      1 call
JK: D       :       0.04u       0.00s   0.022068w     47 calls
JK: USO2AO  :       0.01u       0.01s   0.010334w     47 calls
JK: JK      :     122.55u       2.26s      73.56w     47 calls
JK: J       :       4.47u       0.02s   4.434202w     48 calls
JK: J1      :       2.30u       0.02s   2.236242w     82 calls
JK: J2      :       2.14u       0.00s   2.176335w     82 calls
JK: K       :     113.09u       0.48s      64.89w     48 calls
JK: K1      :      92.23u       0.02s      46.19w     82 calls
JK: K2      :      20.85u       0.46s      18.69w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000133w     47 calls
DIISManager::add_entry:       0.07u       0.04s   0.065534w     46 calls
DIISManager::extrapolate:       0.66u       0.20s   0.743119w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.54u       0.15s   0.661358w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.003222w     45 calls
DIISManager::extrapolate: form new data:       0.10u       0.05s   0.077602w     45 calls
HF: Form G  :     380.75u       2.86s     329.92w     13 calls
RKS: Form V :     258.14u       0.59s     256.31w     13 calls
V: D        :       0.02u       0.00s   0.026602w     13 calls
V: USO2AO   :       0.00u       0.01s   0.007738w     13 calls
V: V        :     258.06u       0.58s     256.26w     13 calls
Properties  :     173.95u       0.46s     172.27w   3835 calls
Points      :     118.22u       0.38s     116.62w   3835 calls
Functional  :      22.08u       0.01s      22.27w   3835 calls
V_XC        :      61.78u       0.08s      61.58w   3835 calls
LSDA        :      40.67u       0.05s      40.36w   7670 calls
GGA         :      19.68u       0.01s      19.71w   3835 calls
V: AO2USO   :       0.00u       0.00s   0.000048w     13 calls
HF: Form F  :       0.01u       0.00s   0.011554w     13 calls
HF: DIIS    :       1.22u       0.33s   1.080559w     13 calls
HF: Form C  :       1.45u       0.12s   0.832554w     13 calls
HF: Form D  :       0.05u       0.00s   0.026690w     13 calls

***********************************************************
