
Host: rich133-c32-17-r.pace.gatech.edu

Timers On : Mon Apr 23 21:48:20 2018
Timers Off: Mon Apr 23 21:50:07 2018

Wall Time:      107.00 seconds

V: Grid     :       0.81u       0.02s 0.82866700w      1 call
JK: (A|mn)  :       5.49u       0.00s   2.745143w      6 calls
JK: (A|Q)^-1/2:       1.32u       0.06s   1.053216w      6 calls
JK: (Q|mn)  :       1.71u       0.00s   1.708491w      6 calls
HF: Form H  :       0.00u       0.00s 0.29969900w      1 call
HF: Form S/X:       0.02u       0.00s 0.00955600w      1 call
HF: Guess   :       0.40u       0.04s 0.21800700w      1 call
SAD Guess   :       0.40u       0.04s 0.21541500w      1 call
JK: D       :       0.02u       0.00s   0.004814w     49 calls
JK: USO2AO  :       0.00u       0.00s   0.002059w     49 calls
JK: JK      :      17.53u       1.20s   9.723281w     49 calls
JK: J       :       1.12u       0.09s   0.609593w     50 calls
JK: J1      :       0.55u       0.01s   0.290668w     84 calls
JK: J2      :       0.57u       0.08s   0.315193w     84 calls
JK: K       :      15.80u       0.48s   8.506637w     50 calls
JK: K1      :       9.61u       0.01s   4.799261w     84 calls
JK: K2      :       6.19u       0.47s   3.706459w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000062w     49 calls
DIISManager::add_entry:       0.63u       0.17s   9.609580w     48 calls
DIISManager::extrapolate:       0.88u       0.14s      16.25w     47 calls
DIISManager::extrapolate: bMatrix setup:       0.86u       0.14s      16.24w     47 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001255w     47 calls
DIISManager::extrapolate: form new data:       0.01u       0.00s   0.014086w     47 calls
HF: Form G  :      81.33u       1.64s      71.02w     15 calls
RKS: Form V :      63.78u       0.44s      61.29w     15 calls
V: D        :       0.00u       0.00s   0.004640w     15 calls
V: USO2AO   :       0.01u       0.00s   0.000975w     15 calls
V: V        :      63.76u       0.44s      61.28w     15 calls
Properties  :      42.18u       0.31s      40.51w   4335 calls
Points      :      30.95u       0.21s      29.60w   4335 calls
Functional  :      10.97u       0.07s      10.60w   4335 calls
V_XC        :      10.51u       0.05s      10.15w   4335 calls
LSDA        :       8.39u       0.04s   7.962966w   8670 calls
GGA         :       1.98u       0.01s   1.953769w   4335 calls
V: AO2USO   :       0.00u       0.00s   0.000031w     15 calls
HF: Form F  :       0.01u       0.00s   0.001984w     15 calls
HF: DIIS    :       1.57u       0.32s      25.91w     15 calls
HF: Form C  :       0.17u       0.02s   0.140257w     15 calls
HF: Form D  :       0.00u       0.00s   0.005107w     15 calls

***********************************************************
