
Host: iw-p31-30-l.pace.gatech.edu

Timers On : Mon Apr 23 21:44:10 2018
Timers Off: Mon Apr 23 21:45:29 2018

Wall Time:       79.00 seconds

V: Grid     :       1.13u       0.03s 1.16360700w      1 call
JK: (A|mn)  :       7.18u       0.01s   3.588381w      6 calls
JK: (A|Q)^-1/2:       2.18u       0.05s   1.814142w      6 calls
JK: (Q|mn)  :       3.14u       0.00s   3.137038w      6 calls
HF: Form H  :       0.00u       0.00s 0.00251200w      1 call
HF: Form S/X:       0.03u       0.00s 0.01351500w      1 call
HF: Guess   :       0.82u       0.05s 0.43431200w      1 call
SAD Guess   :       0.82u       0.04s 0.43133300w      1 call
JK: D       :       0.01u       0.00s   0.005369w     46 calls
JK: USO2AO  :       0.02u       0.00s   0.001175w     46 calls
JK: JK      :      17.41u       0.90s      10.49w     46 calls
JK: J       :       0.74u       0.05s   0.406153w     47 calls
JK: J1      :       0.34u       0.01s   0.195138w     82 calls
JK: J2      :       0.39u       0.04s   0.208372w     82 calls
JK: K       :      15.93u       0.37s   9.474528w     47 calls
JK: K1      :       8.97u       0.01s   4.493139w     82 calls
JK: K2      :       6.96u       0.36s   4.980647w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000044w     46 calls
DIISManager::add_entry:       0.02u       0.01s   0.031214w     45 calls
DIISManager::extrapolate:       0.65u       0.14s   1.532585w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.63u       0.13s   1.523000w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001528w     44 calls
DIISManager::extrapolate: form new data:       0.01u       0.01s   0.007802w     44 calls
HF: Form G  :      74.54u       1.27s      65.72w     11 calls
RKS: Form V :      57.10u       0.37s      55.23w     11 calls
V: D        :       0.01u       0.00s   0.005096w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000556w     11 calls
V: V        :      57.09u       0.37s      55.22w     11 calls
Properties  :      35.98u       0.23s      34.75w   3245 calls
Points      :      24.58u       0.14s      24.13w   3245 calls
Functional  :      10.45u       0.04s      10.15w   3245 calls
V_XC        :      10.61u       0.10s      10.29w   3245 calls
LSDA        :       8.89u       0.07s   8.535703w   6490 calls
GGA         :       1.52u       0.03s   1.593306w   3245 calls
V: AO2USO   :       0.00u       0.00s   0.000015w     11 calls
HF: Form F  :       0.00u       0.00s   0.001479w     11 calls
HF: DIIS    :       0.76u       0.16s   1.615886w     11 calls
HF: Form C  :       0.27u       0.01s   0.162594w     11 calls
HF: Form D  :       0.00u       0.00s   0.005093w     11 calls

***********************************************************
