
Host: iw-c39-34-l.pace.gatech.edu

Timers On : Mon Apr 23 21:38:00 2018
Timers Off: Mon Apr 23 21:39:21 2018

Wall Time:       81.00 seconds

V: Grid     :       1.14u       0.02s 1.16173000w      1 call
JK: (A|mn)  :       6.64u       0.00s   3.311285w      6 calls
JK: (A|Q)^-1/2:       1.67u       0.07s   1.300807w      6 calls
JK: (Q|mn)  :       1.80u       0.00s   1.794857w      6 calls
HF: Form H  :       0.00u       0.00s 0.25178800w      1 call
HF: Form S/X:       0.02u       0.01s 0.01058400w      1 call
HF: Guess   :       0.87u       0.06s 0.47306700w      1 call
SAD Guess   :       0.87u       0.06s 0.46986000w      1 call
JK: D       :       0.01u       0.00s   0.004361w     46 calls
JK: USO2AO  :       0.01u       0.00s   0.001793w     46 calls
JK: JK      :      16.99u       0.83s   9.431137w     46 calls
JK: J       :       0.85u       0.05s   0.455930w     47 calls
JK: J1      :       0.40u       0.03s   0.218191w     81 calls
JK: J2      :       0.45u       0.02s   0.234364w     81 calls
JK: K       :      15.58u       0.30s   8.433082w     47 calls
JK: K1      :      10.02u       0.00s   5.016979w     81 calls
JK: K2      :       5.56u       0.30s   3.415314w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     46 calls
DIISManager::add_entry:       0.20u       0.03s   0.223961w     45 calls
DIISManager::extrapolate:       0.77u       0.14s   2.312999w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.59u       0.10s   1.761915w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001291w     44 calls
DIISManager::extrapolate: form new data:       0.17u       0.04s   0.549507w     44 calls
HF: Form G  :      77.23u       1.21s      67.61w     12 calls
RKS: Form V :      60.20u       0.38s      58.17w     12 calls
V: D        :       0.01u       0.01s   0.004107w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000819w     12 calls
V: V        :      60.19u       0.37s      58.16w     12 calls
Properties  :      39.14u       0.21s      37.85w   3576 calls
Points      :      29.34u       0.14s      28.27w   3576 calls
Functional  :      11.69u       0.05s      11.49w   3576 calls
V_XC        :       9.29u       0.11s   8.787873w   3576 calls
LSDA        :       6.88u       0.08s   6.545059w   7152 calls
GGA         :       2.15u       0.01s   2.006364w   3576 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     12 calls
HF: Form F  :       0.00u       0.00s   0.001817w     12 calls
HF: DIIS    :       1.03u       0.17s   2.577093w     12 calls
HF: Form C  :       0.23u       0.00s   0.133483w     12 calls
HF: Form D  :       0.02u       0.00s   0.004788w     12 calls

***********************************************************
