
Host: iw-c39-34-r.pace.gatech.edu

Timers On : Mon Apr 23 21:37:14 2018
Timers Off: Mon Apr 23 21:38:28 2018

Wall Time:       74.00 seconds

V: Grid     :       1.14u       0.03s 1.16125200w      1 call
JK: (A|mn)  :       6.70u       0.00s   3.352236w      6 calls
JK: (A|Q)^-1/2:       1.68u       0.07s   1.302254w      6 calls
JK: (Q|mn)  :       1.82u       0.00s   1.817877w      6 calls
HF: Form H  :       0.00u       0.00s 0.00229800w      1 call
HF: Form S/X:       0.02u       0.00s 0.01025800w      1 call
HF: Guess   :       0.88u       0.06s 0.47058600w      1 call
SAD Guess   :       0.87u       0.06s 0.46748900w      1 call
JK: D       :       0.02u       0.00s   0.003951w     45 calls
JK: USO2AO  :       0.00u       0.00s   0.001636w     45 calls
JK: JK      :      14.62u       0.75s   8.133521w     45 calls
JK: J       :       0.77u       0.04s   0.413833w     46 calls
JK: J1      :       0.38u       0.01s   0.196431w     80 calls
JK: J2      :       0.39u       0.03s   0.214255w     80 calls
JK: K       :      13.33u       0.26s   7.242522w     46 calls
JK: K1      :       8.25u       0.00s   4.122227w     80 calls
JK: K2      :       5.07u       0.26s   3.119559w     80 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     45 calls
DIISManager::add_entry:       0.01u       0.00s   0.010127w     44 calls
DIISManager::extrapolate:       0.81u       0.08s   0.968407w     43 calls
DIISManager::extrapolate: bMatrix setup:       0.80u       0.08s   0.957921w     43 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001171w     43 calls
DIISManager::extrapolate: form new data:       0.01u       0.00s   0.009066w     43 calls
HF: Form G  :      70.29u       1.06s      61.94w     11 calls
RKS: Form V :      55.65u       0.31s      53.80w     11 calls
V: D        :       0.01u       0.00s   0.003745w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000756w     11 calls
V: V        :      55.64u       0.31s      53.79w     11 calls
Properties  :      36.41u       0.20s      35.12w   3289 calls
Points      :      27.10u       0.15s      26.21w   3289 calls
Functional  :      10.73u       0.04s      10.54w   3289 calls
V_XC        :       8.47u       0.07s   8.106880w   3289 calls
LSDA        :       6.50u       0.05s   6.066955w   6578 calls
GGA         :       1.80u       0.01s   1.820178w   3289 calls
V: AO2USO   :       0.00u       0.00s   0.000019w     11 calls
HF: Form F  :       0.00u       0.00s   0.001621w     11 calls
HF: DIIS    :       0.89u       0.09s   1.014811w     11 calls
HF: Form C  :       0.21u       0.03s   0.122502w     11 calls
HF: Form D  :       0.00u       0.00s   0.004304w     11 calls

***********************************************************
