
Host: iw-p31-30-r.pace.gatech.edu

Timers On : Mon Apr 23 21:54:28 2018
Timers Off: Mon Apr 23 21:55:49 2018

Wall Time:       81.00 seconds

V: Grid     :       1.15u       0.03s 1.17068600w      1 call
JK: (A|mn)  :       7.20u       0.00s   3.590968w      6 calls
JK: (A|Q)^-1/2:       2.20u       0.09s   1.870495w      6 calls
JK: (Q|mn)  :       3.13u       0.00s   3.126033w      6 calls
HF: Form H  :       0.01u       0.01s 0.06004000w      1 call
HF: Form S/X:       0.02u       0.00s 0.01372800w      1 call
HF: Guess   :       0.81u       0.06s 0.43783400w      1 call
SAD Guess   :       0.81u       0.06s 0.43474400w      1 call
JK: D       :       0.00u       0.00s   0.005389w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001132w     46 calls
JK: JK      :      18.09u       0.85s      10.83w     46 calls
JK: J       :       0.78u       0.07s   0.410025w     47 calls
JK: J1      :       0.39u       0.04s   0.193874w     82 calls
JK: J2      :       0.39u       0.03s   0.213461w     82 calls
JK: K       :      16.56u       0.34s   9.815486w     47 calls
JK: K1      :       9.65u       0.00s   4.824909w     82 calls
JK: K2      :       6.91u       0.34s   4.989797w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000049w     46 calls
DIISManager::add_entry:       0.04u       0.02s   0.018133w     45 calls
DIISManager::extrapolate:       0.73u       0.18s   2.974664w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.59u       0.16s   2.824336w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001513w     44 calls
DIISManager::extrapolate: form new data:       0.13u       0.02s   0.148509w     44 calls
HF: Form G  :      73.69u       1.23s      64.64w     11 calls
RKS: Form V :      55.60u       0.38s      53.80w     11 calls
V: D        :       0.01u       0.00s   0.005117w     11 calls
V: USO2AO   :       0.00u       0.00s   0.000543w     11 calls
V: V        :      55.58u       0.38s      53.80w     11 calls
Properties  :      34.91u       0.27s      33.79w   3201 calls
Points      :      24.50u       0.20s      23.66w   3201 calls
Functional  :      10.44u       0.01s      10.17w   3201 calls
V_XC        :      10.19u       0.09s   9.818412w   3201 calls
LSDA        :       8.49u       0.05s   8.057576w   6402 calls
GGA         :       1.53u       0.02s   1.599836w   3201 calls
V: AO2USO   :       0.00u       0.00s   0.000018w     11 calls
HF: Form F  :       0.00u       0.00s   0.001556w     11 calls
HF: DIIS    :       0.83u       0.20s   3.044867w     11 calls
HF: Form C  :       0.26u       0.01s   0.160435w     11 calls
HF: Form D  :       0.02u       0.00s   0.005315w     11 calls

***********************************************************
