
Host: iw-p33-31-r.pace.gatech.edu

Timers On : Mon Apr 23 21:38:01 2018
Timers Off: Mon Apr 23 21:39:17 2018

Wall Time:       76.00 seconds

V: Grid     :       1.13u       0.02s 1.16251600w      1 call
JK: (A|mn)  :       6.72u       0.00s   3.363573w      6 calls
JK: (A|Q)^-1/2:       1.73u       0.08s   1.358520w      6 calls
JK: (Q|mn)  :       1.87u       0.00s   1.871215w      6 calls
HF: Form H  :       0.00u       0.00s 0.06185300w      1 call
HF: Form S/X:       0.02u       0.00s 0.01037200w      1 call
HF: Guess   :       0.88u       0.07s 0.47454500w      1 call
SAD Guess   :       0.87u       0.07s 0.47135400w      1 call
JK: D       :       0.00u       0.00s   0.004336w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001775w     46 calls
JK: JK      :      14.91u       0.85s   8.382557w     46 calls
JK: J       :       0.83u       0.06s   0.434666w     47 calls
JK: J1      :       0.39u       0.02s   0.205395w     81 calls
JK: J2      :       0.43u       0.04s   0.226029w     81 calls
JK: K       :      13.53u       0.29s   7.421391w     47 calls
JK: K1      :       7.92u       0.00s   3.975496w     81 calls
JK: K2      :       5.61u       0.29s   3.445119w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000049w     46 calls
DIISManager::add_entry:       0.18u       0.02s   0.394852w     45 calls
DIISManager::extrapolate:       0.81u       0.14s   1.710906w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.80u       0.13s   1.697543w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001204w     44 calls
DIISManager::extrapolate: form new data:       0.01u       0.01s   0.011909w     44 calls
HF: Form G  :      73.05u       1.09s      64.37w     12 calls
RKS: Form V :      58.14u       0.24s      55.98w     12 calls
V: D        :       0.01u       0.00s   0.004134w     12 calls
V: USO2AO   :       0.00u       0.00s   0.000831w     12 calls
V: V        :      58.12u       0.24s      55.97w     12 calls
Properties  :      37.91u       0.13s      36.41w   3516 calls
Points      :      28.50u       0.09s      27.56w   3516 calls
Functional  :      11.79u       0.06s      11.44w   3516 calls
V_XC        :       8.37u       0.05s   8.097220w   3516 calls
LSDA        :       6.33u       0.03s   6.211619w   7032 calls
GGA         :       1.88u       0.00s   1.682481w   3516 calls
V: AO2USO   :       0.00u       0.00s   0.000021w     12 calls
HF: Form F  :       0.00u       0.00s   0.001809w     12 calls
HF: DIIS    :       1.06u       0.16s   2.145987w     12 calls
HF: Form C  :       0.21u       0.00s   0.132982w     12 calls
HF: Form D  :       0.00u       0.00s   0.004678w     12 calls

***********************************************************
