
Host: rich133-c32-28-r.pace.gatech.edu

Timers On : Mon Apr 23 22:03:19 2018
Timers Off: Mon Apr 23 22:04:32 2018

Wall Time:       73.00 seconds

V: Grid     :       0.85u       0.03s 0.88755300w      1 call
JK: (A|mn)  :       5.75u       0.00s   2.874908w      6 calls
JK: (A|Q)^-1/2:       1.39u       0.06s   1.135166w      6 calls
JK: (Q|mn)  :       1.62u       0.00s   1.616817w      6 calls
HF: Form H  :       0.00u       0.00s 0.76910100w      1 call
HF: Form S/X:       0.02u       0.00s 0.00943600w      1 call
HF: Guess   :       0.41u       0.03s 0.22404500w      1 call
SAD Guess   :       0.41u       0.03s 0.22131600w      1 call
JK: D       :       0.01u       0.00s   0.004006w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001747w     46 calls
JK: JK      :      16.64u       0.87s   9.169340w     46 calls
JK: J       :       0.93u       0.09s   0.518224w     47 calls
JK: J1      :       0.45u       0.06s   0.246871w     81 calls
JK: J2      :       0.47u       0.03s   0.267794w     81 calls
JK: K       :      15.19u       0.30s   8.136407w     47 calls
JK: K1      :       9.97u       0.01s   5.054914w     81 calls
JK: K2      :       5.22u       0.29s   3.080614w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000041w     46 calls
DIISManager::add_entry:       0.37u       0.04s   0.827842w     45 calls
DIISManager::extrapolate:       0.52u       0.10s   1.543483w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.52u       0.10s   1.531453w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001212w     44 calls
DIISManager::extrapolate: form new data:       0.00u       0.00s   0.010546w     44 calls
HF: Form G  :      70.39u       1.22s      60.90w     12 calls
RKS: Form V :      53.74u       0.35s      51.73w     12 calls
V: D        :       0.00u       0.00s   0.003780w     12 calls
V: USO2AO   :       0.01u       0.00s   0.000823w     12 calls
V: V        :      53.72u       0.35s      51.72w     12 calls
Properties  :      35.12u       0.26s      33.76w   3552 calls
Points      :      24.61u       0.20s      23.68w   3552 calls
Functional  :       9.14u       0.03s   8.724908w   3552 calls
V_XC        :       9.41u       0.05s   9.203494w   3552 calls
LSDA        :       6.82u       0.03s   6.536104w   7104 calls
GGA         :       2.39u       0.01s   2.437880w   3552 calls
V: AO2USO   :       0.00u       0.00s   0.000022w     12 calls
HF: Form F  :       0.00u       0.00s   0.001812w     12 calls
HF: DIIS    :       0.95u       0.14s   2.409689w     12 calls
HF: Form C  :       0.19u       0.01s   0.116939w     12 calls
HF: Form D  :       0.00u       0.00s   0.004190w     12 calls

***********************************************************
