
Host: iw-p31-30-r.pace.gatech.edu

Timers On : Mon Apr 23 22:12:42 2018
Timers Off: Mon Apr 23 22:13:58 2018

Wall Time:       76.00 seconds

V: Grid     :       1.15u       0.01s 1.16288500w      1 call
JK: (A|mn)  :       7.15u       0.00s   3.576739w      6 calls
JK: (A|Q)^-1/2:       2.16u       0.05s   1.789102w      6 calls
JK: (Q|mn)  :       2.94u       0.00s   2.934859w      6 calls
HF: Form H  :       0.00u       0.00s 0.00281300w      1 call
HF: Form S/X:       0.03u       0.00s 0.01383300w      1 call
HF: Guess   :       0.82u       0.05s 0.43605100w      1 call
SAD Guess   :       0.82u       0.05s 0.43305500w      1 call
JK: D       :       0.01u       0.00s   0.005313w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001154w     46 calls
JK: JK      :      17.57u       0.74s      10.53w     46 calls
JK: J       :       0.74u       0.05s   0.402669w     47 calls
JK: J1      :       0.36u       0.02s   0.191619w     82 calls
JK: J2      :       0.38u       0.03s   0.208530w     82 calls
JK: K       :      16.07u       0.26s   9.527780w     47 calls
JK: K1      :       9.08u       0.00s   4.540257w     82 calls
JK: K2      :       6.99u       0.26s   4.986762w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000051w     46 calls
DIISManager::add_entry:       0.20u       0.01s   0.252143w     45 calls
DIISManager::extrapolate:       0.85u       0.11s   3.144654w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.68u       0.09s   2.382900w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001522w     44 calls
DIISManager::extrapolate: form new data:       0.17u       0.02s   0.759936w     44 calls
HF: Form G  :      69.41u       1.03s      60.49w     11 calls
RKS: Form V :      51.83u       0.29s      49.96w     11 calls
V: D        :       0.01u       0.00s   0.005040w     11 calls
V: USO2AO   :       0.01u       0.00s   0.000548w     11 calls
V: V        :      51.81u       0.28s      49.95w     11 calls
Properties  :      32.41u       0.15s      31.08w   3267 calls
Points      :      22.79u       0.10s      21.96w   3267 calls
Functional  :      10.26u       0.03s      10.14w   3267 calls
V_XC        :       9.13u       0.10s   8.715289w   3267 calls
LSDA        :       7.42u       0.07s   7.115742w   6534 calls
GGA         :       1.50u       0.02s   1.454675w   3267 calls
V: AO2USO   :       0.00u       0.00s   0.000017w     11 calls
HF: Form F  :       0.00u       0.00s   0.001546w     11 calls
HF: DIIS    :       1.16u       0.13s   3.449003w     11 calls
HF: Form C  :       0.23u       0.02s   0.161313w     11 calls
HF: Form D  :       0.00u       0.00s   0.005137w     11 calls

***********************************************************
