
Host: rich133-c34-16-r.pace.gatech.edu

Timers On : Mon Apr 23 21:49:15 2018
Timers Off: Mon Apr 23 21:51:01 2018

Wall Time:      106.00 seconds

V: Grid     :       0.89u       0.02s 0.91945600w      1 call
JK: (A|mn)  :       5.99u       0.00s   2.998862w      6 calls
JK: (A|Q)^-1/2:       1.38u       0.04s   1.095180w      6 calls
JK: (Q|mn)  :       1.83u       0.00s   1.831350w      6 calls
HF: Form H  :       0.00u       0.00s 0.00200300w      1 call
HF: Form S/X:       0.02u       0.00s 0.00981100w      1 call
HF: Guess   :       0.45u       0.04s 0.24259300w      1 call
SAD Guess   :       0.44u       0.04s 0.23976500w      1 call
JK: D       :       0.00u       0.00s   0.005375w     50 calls
JK: USO2AO  :       0.00u       0.00s   0.002280w     50 calls
JK: JK      :      18.48u       0.99s      10.25w     50 calls
JK: J       :       1.15u       0.07s   0.596974w     51 calls
JK: J1      :       0.55u       0.01s   0.283918w     85 calls
JK: J2      :       0.58u       0.06s   0.309236w     85 calls
JK: K       :      16.64u       0.29s   8.991242w     51 calls
JK: K1      :       9.61u       0.01s   4.810421w     85 calls
JK: K2      :       7.03u       0.28s   4.179929w     85 calls
JK: AO2USO  :       0.00u       0.00s   0.000056w     50 calls
DIISManager::add_entry:       0.52u       0.07s   7.042638w     49 calls
DIISManager::extrapolate:       0.38u       0.09s   9.114579w     48 calls
DIISManager::extrapolate: bMatrix setup:       0.36u       0.07s   8.902283w     48 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001419w     48 calls
DIISManager::extrapolate: form new data:       0.01u       0.02s   0.210601w     48 calls
HF: Form G  :      84.70u       1.40s      73.76w     16 calls
RKS: Form V :      66.22u       0.41s      63.50w     16 calls
V: D        :       0.01u       0.00s   0.005097w     16 calls
V: USO2AO   :       0.01u       0.00s   0.001091w     16 calls
V: V        :      66.20u       0.41s      63.49w     16 calls
Properties  :      42.77u       0.27s      41.23w   4656 calls
Points      :      32.07u       0.24s      30.70w   4656 calls
Functional  :      13.11u       0.05s      12.37w   4656 calls
V_XC        :      10.26u       0.09s   9.860525w   4656 calls
LSDA        :       8.22u       0.06s   7.922079w   9312 calls
GGA         :       1.79u       0.03s   1.744796w   4656 calls
V: AO2USO   :       0.00u       0.00s   0.000030w     16 calls
HF: Form F  :       0.00u       0.00s   0.002165w     16 calls
HF: DIIS    :       1.04u       0.19s      16.21w     16 calls
HF: Form C  :       0.23u       0.00s   0.156834w     16 calls
HF: Form D  :       0.03u       0.00s   0.005101w     16 calls

***********************************************************
