
Host: rich133-c34-17-l.pace.gatech.edu

Timers On : Mon Apr 23 21:45:45 2018
Timers Off: Mon Apr 23 21:47:55 2018

Wall Time:      130.00 seconds

V: Grid     :       0.79u       0.02s 0.81725600w      1 call
JK: (A|mn)  :       5.52u       0.00s   2.758259w      6 calls
JK: (A|Q)^-1/2:       1.33u       0.04s   1.052447w      6 calls
JK: (Q|mn)  :       1.50u       0.00s   1.501277w      6 calls
HF: Form H  :       0.00u       0.00s 0.06116900w      1 call
HF: Form S/X:       0.02u       0.00s 0.00940000w      1 call
HF: Guess   :       0.43u       0.03s 0.23042300w      1 call
SAD Guess   :       0.43u       0.03s 0.22762200w      1 call
JK: D       :       0.02u       0.00s   0.007813w     60 calls
JK: USO2AO  :       0.03u       0.00s   0.003552w     60 calls
JK: JK      :      27.53u       1.60s      15.11w     60 calls
JK: J       :       1.58u       0.11s   0.857639w     61 calls
JK: J1      :       0.76u       0.08s   0.408415w     95 calls
JK: J2      :       0.81u       0.03s   0.443861w     95 calls
JK: K       :      24.90u       0.48s      13.21w     61 calls
JK: K1      :      14.55u       0.00s   7.273423w     95 calls
JK: K2      :      10.34u       0.48s   5.932348w     95 calls
JK: AO2USO  :       0.00u       0.00s   0.000068w     60 calls
DIISManager::add_entry:       0.61u       0.08s   7.337363w     59 calls
DIISManager::extrapolate:       1.22u       0.14s      11.41w     58 calls
DIISManager::extrapolate: bMatrix setup:       1.17u       0.14s      11.38w     58 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.002245w     58 calls
DIISManager::extrapolate: form new data:       0.04u       0.00s   0.024821w     58 calls
HF: Form G  :     117.47u       2.23s     100.74w     26 calls
RKS: Form V :      89.86u       0.63s      85.61w     26 calls
V: D        :       0.00u       0.00s   0.007498w     26 calls
V: USO2AO   :       0.00u       0.00s   0.001774w     26 calls
V: V        :      89.85u       0.63s      85.60w     26 calls
Properties  :      57.94u       0.41s      54.96w   7748 calls
Points      :      42.76u       0.26s      40.58w   7748 calls
Functional  :      17.81u       0.10s      17.31w   7748 calls
V_XC        :      13.98u       0.08s      13.26w   7748 calls
LSDA        :      10.51u       0.04s   9.876030w  15496 calls
GGA         :       3.17u       0.03s   3.092396w   7748 calls
V: AO2USO   :       0.00u       0.00s   0.000048w     26 calls
HF: Form F  :       0.01u       0.00s   0.003880w     26 calls
HF: DIIS    :       1.94u       0.22s      18.82w     26 calls
HF: Form C  :       0.37u       0.02s   0.226397w     26 calls
HF: Form D  :       0.00u       0.00s   0.008137w     26 calls

***********************************************************
