
Host: iw-p33-31-l.pace.gatech.edu

Timers On : Mon Apr 23 21:32:10 2018
Timers Off: Mon Apr 23 21:33:28 2018

Wall Time:       78.00 seconds

V: Grid     :       1.14u       0.02s 1.16218400w      1 call
JK: (A|mn)  :       6.79u       0.01s   3.394856w      6 calls
JK: (A|Q)^-1/2:       1.74u       0.05s   1.345216w      6 calls
JK: (Q|mn)  :       1.82u       0.00s   1.816939w      6 calls
HF: Form H  :       0.00u       0.00s 0.00287500w      1 call
HF: Form S/X:       0.02u       0.00s 0.01010400w      1 call
HF: Guess   :       0.90u       0.04s 0.47322200w      1 call
SAD Guess   :       0.90u       0.04s 0.47004600w      1 call
JK: D       :       0.01u       0.00s   0.004380w     46 calls
JK: USO2AO  :       0.00u       0.00s   0.001755w     46 calls
JK: JK      :      15.18u       0.89s   8.531084w     46 calls
JK: J       :       0.84u       0.05s   0.461017w     47 calls
JK: J1      :       0.39u       0.04s   0.218144w     81 calls
JK: J2      :       0.45u       0.01s   0.239390w     81 calls
JK: K       :      13.79u       0.32s   7.527947w     47 calls
JK: K1      :       8.21u       0.01s   4.115346w     81 calls
JK: K2      :       5.58u       0.31s   3.411770w     81 calls
JK: AO2USO  :       0.00u       0.00s   0.000055w     46 calls
DIISManager::add_entry:       0.20u       0.03s   0.525021w     45 calls
DIISManager::extrapolate:       0.63u       0.08s   1.304759w     44 calls
DIISManager::extrapolate: bMatrix setup:       0.62u       0.08s   1.292319w     44 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001277w     44 calls
DIISManager::extrapolate: form new data:       0.01u       0.00s   0.010856w     44 calls
HF: Form G  :      75.10u       1.24s      66.38w     12 calls
RKS: Form V :      59.90u       0.35s      57.84w     12 calls
V: D        :       0.00u       0.00s   0.004133w     12 calls
V: USO2AO   :       0.01u       0.00s   0.000840w     12 calls
V: V        :      59.89u       0.35s      57.84w     12 calls
Properties  :      39.44u       0.21s      37.71w   3540 calls
Points      :      29.49u       0.16s      28.17w   3540 calls
Functional  :      11.85u       0.04s      11.52w   3540 calls
V_XC        :       8.55u       0.09s   8.572310w   3540 calls
LSDA        :       6.31u       0.07s   6.387070w   7080 calls
GGA         :       2.01u       0.02s   1.957411w   3540 calls
V: AO2USO   :       0.00u       0.00s   0.000023w     12 calls
HF: Form F  :       0.01u       0.00s   0.002109w     12 calls
HF: DIIS    :       0.87u       0.11s   1.869454w     12 calls
HF: Form C  :       0.22u       0.03s   0.132855w     12 calls
HF: Form D  :       0.00u       0.00s   0.004415w     12 calls

***********************************************************
