
Host: iw-h29-21.pace.gatech.edu

Timers On : Mon Apr 23 21:39:03 2018
Timers Off: Mon Apr 23 21:41:35 2018

Wall Time:      152.00 seconds

V: Grid     :       2.06u       0.03s 2.10029900w      1 call
JK: (A|mn)  :      17.19u       0.00s   8.594989w      6 calls
JK: (A|Q)^-1/2:       5.16u       0.06s   4.810001w      6 calls
JK: (Q|mn)  :       3.97u       0.00s   3.972482w      6 calls
HF: Form H  :       0.00u       0.00s 0.00837100w      1 call
HF: Form S/X:       0.07u       0.00s 0.03864700w      1 call
HF: Guess   :       0.83u       0.07s 0.45242000w      1 call
SAD Guess   :       0.82u       0.07s 0.44902400w      1 call
JK: D       :       0.02u       0.00s   0.012354w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.002275w     47 calls
JK: JK      :      37.78u       1.13s      22.90w     47 calls
JK: J       :       1.43u       0.14s   0.798731w     48 calls
JK: J1      :       0.74u       0.07s   0.409326w     83 calls
JK: J2      :       0.68u       0.07s   0.383594w     83 calls
JK: K       :      34.82u       0.38s      21.01w     48 calls
JK: K1      :      23.83u       0.01s      12.00w     83 calls
JK: K2      :      10.99u       0.37s   9.000454w     83 calls
JK: AO2USO  :       0.01u       0.00s   0.000080w     47 calls
DIISManager::add_entry:       0.11u       0.03s   0.129571w     46 calls
DIISManager::extrapolate:       0.70u       0.14s   2.140204w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.68u       0.12s   2.114223w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001963w     45 calls
DIISManager::extrapolate: form new data:       0.02u       0.02s   0.023533w     45 calls
HF: Form G  :     143.48u       1.55s     126.68w     12 calls
RKS: Form V :     105.68u       0.42s     103.78w     12 calls
V: D        :       0.03u       0.00s   0.011584w     12 calls
V: USO2AO   :       0.00u       0.00s   0.001127w     12 calls
V: V        :     105.64u       0.42s     103.76w     12 calls
Properties  :      64.17u       0.24s      62.80w   3540 calls
Points      :      42.96u       0.17s      42.10w   3540 calls
Functional  :      18.73u       0.05s      18.72w   3540 calls
V_XC        :      22.66u       0.12s      22.20w   3540 calls
LSDA        :      18.65u       0.09s      18.01w   7080 calls
GGA         :       3.69u       0.01s   3.834765w   3540 calls
V: AO2USO   :       0.00u       0.00s   0.000027w     12 calls
HF: Form F  :       0.00u       0.00s   0.002775w     12 calls
HF: DIIS    :       1.07u       0.19s   2.401878w     12 calls
HF: Form C  :       0.81u       0.05s   0.468810w     12 calls
HF: Form D  :       0.00u       0.00s   0.010403w     12 calls

***********************************************************
