
Host: iw-p31-29-l.pace.gatech.edu

Timers On : Mon Apr 23 21:58:56 2018
Timers Off: Mon Apr 23 22:00:26 2018

Wall Time:       90.00 seconds

V: Grid     :       1.13u       0.02s 1.15149700w      1 call
JK: (A|mn)  :       7.15u       0.00s   3.578121w      6 calls
JK: (A|Q)^-1/2:       2.17u       0.05s   1.806013w      6 calls
JK: (Q|mn)  :       2.99u       0.00s   2.990505w      6 calls
HF: Form H  :       0.00u       0.00s 0.00410100w      1 call
HF: Form S/X:       0.03u       0.01s 0.01362700w      1 call
HF: Guess   :       0.79u       0.07s 0.43485300w      1 call
SAD Guess   :       0.79u       0.07s 0.43190000w      1 call
JK: D       :       0.01u       0.01s   0.006174w     48 calls
JK: USO2AO  :       0.00u       0.00s   0.001367w     48 calls
JK: JK      :      20.57u       0.89s      12.34w     48 calls
JK: J       :       0.89u       0.02s   0.453182w     49 calls
JK: J1      :       0.38u       0.00s   0.210369w     84 calls
JK: J2      :       0.49u       0.02s   0.239960w     84 calls
JK: K       :      18.76u       0.38s      11.17w     49 calls
JK: K1      :      10.65u       0.01s   5.330486w     84 calls
JK: K2      :       8.11u       0.36s   5.842125w     84 calls
JK: AO2USO  :       0.00u       0.00s   0.000052w     48 calls
DIISManager::add_entry:       0.17u       0.04s   0.339776w     47 calls
DIISManager::extrapolate:       0.63u       0.15s   3.146393w     46 calls
DIISManager::extrapolate: bMatrix setup:       0.59u       0.13s   1.532400w     46 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001652w     46 calls
DIISManager::extrapolate: form new data:       0.03u       0.02s   1.612039w     46 calls
HF: Form G  :      84.00u       1.27s      73.59w     13 calls
RKS: Form V :      63.43u       0.38s      61.25w     13 calls
V: D        :       0.01u       0.00s   0.005989w     13 calls
V: USO2AO   :       0.00u       0.00s   0.000665w     13 calls
V: V        :      63.41u       0.38s      61.24w     13 calls
Properties  :      39.82u       0.25s      38.26w   3809 calls
Points      :      27.85u       0.18s      26.93w   3809 calls
Functional  :      12.40u       0.04s      12.00w   3809 calls
V_XC        :      11.18u       0.09s      10.95w   3809 calls
LSDA        :       9.20u       0.08s   9.074334w   7618 calls
GGA         :       1.80u       0.00s   1.712439w   3809 calls
V: AO2USO   :       0.00u       0.00s   0.000024w     13 calls
HF: Form F  :       0.01u       0.00s   0.001922w     13 calls
HF: DIIS    :       0.90u       0.21s   3.548111w     13 calls
HF: Form C  :       0.32u       0.01s   0.189868w     13 calls
HF: Form D  :       0.00u       0.00s   0.006127w     13 calls

***********************************************************
