
Host: iw-p33-31-l.pace.gatech.edu

Timers On : Mon Apr 23 21:38:01 2018
Timers Off: Mon Apr 23 21:39:25 2018

Wall Time:       84.00 seconds

V: Grid     :       1.13u       0.02s 1.15879500w      1 call
JK: (A|mn)  :       6.70u       0.00s   3.350081w      6 calls
JK: (A|Q)^-1/2:       1.69u       0.04s   1.302721w      6 calls
JK: (Q|mn)  :       1.84u       0.00s   1.842011w      6 calls
HF: Form H  :       0.00u       0.00s 0.00485000w      1 call
HF: Form S/X:       0.02u       0.00s 0.01047800w      1 call
HF: Guess   :       0.89u       0.06s 0.47354200w      1 call
SAD Guess   :       0.89u       0.06s 0.47037300w      1 call
JK: D       :       0.01u       0.00s   0.004630w     47 calls
JK: USO2AO  :       0.00u       0.00s   0.001889w     47 calls
JK: JK      :      17.52u       0.85s   9.767826w     47 calls
JK: J       :       0.96u       0.06s   0.501589w     48 calls
JK: J1      :       0.47u       0.04s   0.240136w     82 calls
JK: J2      :       0.48u       0.02s   0.257651w     82 calls
JK: K       :      15.94u       0.29s   8.698638w     48 calls
JK: K1      :      10.06u       0.00s   5.032192w     82 calls
JK: K2      :       5.88u       0.29s   3.665568w     82 calls
JK: AO2USO  :       0.00u       0.00s   0.000058w     47 calls
DIISManager::add_entry:       0.05u       0.00s   0.058786w     46 calls
DIISManager::extrapolate:       0.79u       0.09s   2.099710w     45 calls
DIISManager::extrapolate: bMatrix setup:       0.77u       0.08s   2.086318w     45 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001289w     45 calls
DIISManager::extrapolate: form new data:       0.02u       0.01s   0.011828w     45 calls
HF: Form G  :      82.58u       1.14s      72.65w     13 calls
RKS: Form V :      65.05u       0.30s      62.88w     13 calls
V: D        :       0.00u       0.01s   0.004382w     13 calls
V: USO2AO   :       0.01u       0.00s   0.000878w     13 calls
V: V        :      65.04u       0.29s      62.87w     13 calls
Properties  :      42.65u       0.17s      40.93w   3887 calls
Points      :      31.64u       0.10s      30.36w   3887 calls
Functional  :      12.83u       0.04s      12.45w   3887 calls
V_XC        :       9.50u       0.08s   9.459258w   3887 calls
LSDA        :       7.32u       0.06s   7.159433w   7774 calls
GGA         :       2.00u       0.01s   2.044716w   3887 calls
V: AO2USO   :       0.00u       0.00s   0.000025w     13 calls
HF: Form F  :       0.01u       0.01s   0.001859w     13 calls
HF: DIIS    :       0.91u       0.10s   2.200786w     13 calls
HF: Form C  :       0.22u       0.01s   0.143463w     13 calls
HF: Form D  :       0.02u       0.00s   0.005081w     13 calls

***********************************************************
