
Host: rich133-c34-31-l.pace.gatech.edu

Timers On : Mon Apr 23 21:48:21 2018
Timers Off: Mon Apr 23 21:50:49 2018

Wall Time:      148.00 seconds

V: Grid     :       0.86u       0.04s 0.89903700w      1 call
JK: (A|mn)  :       6.29u       0.00s   3.146799w      6 calls
JK: (A|Q)^-1/2:       1.53u       0.04s   1.234816w      6 calls
JK: (Q|mn)  :       1.95u       0.00s   1.945967w      6 calls
HF: Form H  :       0.00u       0.00s 3.27546000w      1 call
HF: Form S/X:       0.02u       0.00s 0.01036600w      1 call
HF: Guess   :       0.45u       0.01s 0.22954800w      1 call
SAD Guess   :       0.44u       0.01s 0.22643800w      1 call
JK: D       :       0.01u       0.00s   0.006402w     53 calls
JK: USO2AO  :       0.01u       0.00s   0.002871w     53 calls
JK: JK      :      34.83u       1.49s      18.80w     53 calls
JK: J       :       2.16u       0.19s   1.169123w     54 calls
JK: J1      :       1.09u       0.08s   0.584180w     88 calls
JK: J2      :       1.07u       0.11s   0.576945w     88 calls
JK: K       :      31.68u       0.34s      16.63w     54 calls
JK: K1      :      23.37u       0.00s      11.69w     88 calls
JK: K2      :       8.31u       0.34s   4.931904w     88 calls
JK: AO2USO  :       0.00u       0.00s   0.000069w     53 calls
DIISManager::add_entry:       0.52u       0.09s   7.508983w     52 calls
DIISManager::extrapolate:       0.87u       0.10s   4.290957w     51 calls
DIISManager::extrapolate: bMatrix setup:       0.86u       0.08s   4.065130w     51 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.002251w     51 calls
DIISManager::extrapolate: form new data:       0.01u       0.02s   0.223195w     51 calls
HF: Form G  :     141.63u       2.00s     122.38w     19 calls
RKS: Form V :     106.77u       0.51s     103.57w     19 calls
V: D        :       0.01u       0.00s   0.006402w     19 calls
V: USO2AO   :       0.00u       0.00s   0.001497w     19 calls
V: V        :     106.75u       0.51s     103.55w     19 calls
Properties  :      70.98u       0.36s      68.55w   5529 calls
Points      :      47.51u       0.22s      45.88w   5529 calls
Functional  :      14.60u       0.03s      14.36w   5529 calls
V_XC        :      21.11u       0.09s      20.58w   5529 calls
LSDA        :      14.87u       0.05s      14.33w  11058 calls
GGA         :       5.65u       0.01s   5.713111w   5529 calls
V: AO2USO   :       0.00u       0.00s   0.000042w     19 calls
HF: Form F  :       0.00u       0.00s   0.003417w     19 calls
HF: DIIS    :       1.52u       0.21s      11.87w     19 calls
HF: Form C  :       0.30u       0.03s   0.198587w     19 calls
HF: Form D  :       0.01u       0.01s   0.008552w     19 calls

***********************************************************
